نماد,نسبت پول به قیمت,درصد,درصد اختلاف سه ماهه,ریسک,میانگین حجم 7 روزه,میانگین حجم / ارزش ماه,نسبت خرید و فروش
مارون,نسبت p/m=-578.00*** distance =-89.23,0,67.83,-6.04,0.53,مین حجم ماه=0.53*** مین ارزش ماه =2.80***مین حجم ماه دو=0.16,خرید=1.36*** فروش =1.47
ثنظام,نسبت p/m=-1862.04*** distance =-65.08,0.47,3.29,-28.15,0.24,مین حجم ماه=0.19*** مین ارزش ماه =0.94***مین حجم ماه دو=0.20,خرید=0.73*** فروش =0.83
شزنگ,نسبت p/m=-14.41*** distance =-99.68,-0.89,13.16,-0.34,0.14,مین حجم ماه=0.05*** مین ارزش ماه =0.24***مین حجم ماه دو=0.01,خرید=0.35*** فروش =0.35
سيلام,نسبت p/m=-392.89*** distance =-75.13,2.96,11.06,-25.00,0.58,مین حجم ماه=0.65*** مین ارزش ماه =0.97***مین حجم ماه دو=0.76,خرید=1.00*** فروش =0.68
نتوس,نسبت p/m=0.00*** distance =-100.00,2.85,13.13,-18.03,0.52,مین حجم ماه=0.41*** مین ارزش ماه =0.24***مین حجم ماه دو=0.10,خرید=0.70*** فروش =0.72
اتكام,نسبت p/m=99.88*** distance =-65.26,1.73,2.10,-12.89,1.59,مین حجم ماه=1.34*** مین ارزش ماه =0.38***مین حجم ماه دو=0.49,خرید=0.52*** فروش =1.06
سفاسي,نسبت p/m=0.00*** distance =-100.00,2.99,0.00,-39.96,0.51,مین حجم ماه=1.43*** مین ارزش ماه =0.32***مین حجم ماه دو=1.03,خرید=2.81*** فروش =2.81
كهرام,نسبت p/m=0.00*** distance =-100.00,-1.98,12.62,-12.19,0.10,مین حجم ماه=0.09*** مین ارزش ماه =0.16***مین حجم ماه دو=0.08,خرید=0.81*** فروش =0.81
دسينا,نسبت p/m=432.34*** distance =-87.37,0.09,2.80,-23.85,0.41,مین حجم ماه=0.62*** مین ارزش ماه =2.01***مین حجم ماه دو=0.55,خرید=1.06*** فروش =1.67
بگيلان,نسبت p/m=596.41*** distance =-61.62,-0.06,2.77,-15.92,0.60,مین حجم ماه=0.46*** مین ارزش ماه =0.68***مین حجم ماه دو=0.19,خرید=0.75*** فروش =0.85
سدشت,نسبت p/m=145.04*** distance =-95.74,0.15,9.25,-5.87,0.23,مین حجم ماه=0.19*** مین ارزش ماه =0.66***مین حجم ماه دو=0.09,خرید=0.74*** فروش =0.78
كايتا,نسبت p/m=28.23*** distance =-98.70,-2.88,76.32,0.00,1.57,مین حجم ماه=1.12*** مین ارزش ماه =2.78***مین حجم ماه دو=0.30,خرید=0.60*** فروش =0.57
شكف,نسبت p/m=0.00*** distance =-100.00,-0.92,27.31,-0.67,0.09,مین حجم ماه=0.09*** مین ارزش ماه =0.14***مین حجم ماه دو=0.02,خرید=0.52*** فروش =0.52
ساروج,نسبت p/m=-682.84*** distance =-86.08,0.1,1.50,-20.63,0.22,مین حجم ماه=0.27*** مین ارزش ماه =1.28***مین حجم ماه دو=0.31,خرید=1.35*** فروش =1.10
شصفها,نسبت p/m=-1463.39*** distance =-85.31,-0.96,15.87,-0.66,0.10,مین حجم ماه=0.17*** مین ارزش ماه =1.80***مین حجم ماه دو=0.03,خرید=0.82*** فروش =1.12
فبستم,نسبت p/m=-1104.72*** distance =-31.25,2.96,0.69,-39.79,0.16,مین حجم ماه=0.10*** مین ارزش ماه =0.15***مین حجم ماه دو=0.22,خرید=0.55*** فروش =0.45
كارام,نسبت p/m=-12.33*** distance =-94.71,2.96,35.42,0.00,1.36,مین حجم ماه=0.88*** مین ارزش ماه =0.21***مین حجم ماه دو=1.54,خرید=0.54*** فروش =0.54
سغدير,نسبت p/m=-32.53*** distance =-97.87,0.73,8.27,-12.87,4.12,مین حجم ماه=4.26*** مین ارزش ماه =6.36***مین حجم ماه دو=2.12,خرید=1.60*** فروش =1.18
ساراب,نسبت p/m=-1257.08*** distance =-71.80,0.16,3.06,-15.88,0.09,مین حجم ماه=0.18*** مین ارزش ماه =0.78***مین حجم ماه دو=0.18,خرید=4.65*** فروش =0.98
سفارود,نسبت p/m=0.00*** distance =-100.00,0.47,11.27,-12.32,0.25,مین حجم ماه=0.22*** مین ارزش ماه =0.13***مین حجم ماه دو=0.10,خرید=0.87*** فروش =0.87
شخارك,نسبت p/m=-1411.26*** distance =-84.17,-0.79,3.37,-20.51,0.20,مین حجم ماه=0.61*** مین ارزش ماه =5.20***مین حجم ماه دو=0.40,خرید=3.48*** فروش =1.38
شتهران,نسبت p/m=43.20*** distance =-95.16,-0.92,13.50,0.00,0.08,مین حجم ماه=0.03*** مین ارزش ماه =0.03***مین حجم ماه دو=0.06,خرید=0.31*** فروش =0.32
ثاصفا,نسبت p/m=313.30*** distance =-77.92,2.94,31.34,-11.19,0.12,مین حجم ماه=0.13*** مین ارزش ماه =0.20***مین حجم ماه دو=0.17,خرید=0.44*** فروش =0.48
سفار,نسبت p/m=-5777.88*** distance =-70.47,3,1.85,-20.05,0.04,مین حجم ماه=0.04*** مین ارزش ماه =0.68***مین حجم ماه دو=0.04,خرید=1.12*** فروش =1.13
ثزاگرس,نسبت p/m=0.00*** distance =-100.00,0.74,19.45,-4.09,0.13,مین حجم ماه=0.09*** مین ارزش ماه =1.70***مین حجم ماه دو=0.10,خرید=0.43*** فروش =0.43
دشيري,نسبت p/m=0.00*** distance =-100.00,2.98,0.00,-33.14,0.03,مین حجم ماه=0.03*** مین ارزش ماه =0.50***مین حجم ماه دو=0.05,خرید=0.80*** فروش =0.84
ساذري,نسبت p/m=0.00*** distance =-100.00,-2.89,18.19,0.00,0.21,مین حجم ماه=0.26*** مین ارزش ماه =0.83***مین حجم ماه دو=0.13,خرید=0.92*** فروش =0.92
غدانه,نسبت p/m=120.42*** distance =-88.60,-2.95,13.86,-2.94,0.10,مین حجم ماه=0.12*** مین ارزش ماه =0.13***مین حجم ماه دو=0.07,خرید=0.55*** فروش =0.57
قپيرا,نسبت p/m=4.94*** distance =-99.44,1.35,2.73,-14.07,0.21,مین حجم ماه=0.38*** مین ارزش ماه =0.32***مین حجم ماه دو=0.50,خرید=1.63*** فروش =1.00
شكبير,نسبت p/m=4522.14*** distance =-56.25,2.97,0.00,-33.87,0.06,مین حجم ماه=0.11*** مین ارزش ماه =0.96***مین حجم ماه دو=0.46,خرید=1.87*** فروش =2.41
سخند,نسبت p/m=-137.00*** distance =-86.44,0.27,1.76,-1.24,0.11,مین حجم ماه=0.06*** مین ارزش ماه =0.06***مین حجم ماه دو=0.13,خرید=0.67*** فروش =0.40
كورز,نسبت p/m=0.00*** distance =-100.00,2.98,4.79,-23.92,0.28,مین حجم ماه=0.32*** مین ارزش ماه =0.12***مین حجم ماه دو=0.22,خرید=1.00*** فروش =1.00
كشرق,نسبت p/m=0.00*** distance =-100.00,2.03,15.06,-4.36,0.02,مین حجم ماه=0.02*** مین ارزش ماه =0.14***مین حجم ماه دو=0.02,خرید=0.67*** فروش =0.79
سپ,نسبت p/m=-19.40*** distance =-98.51,-2.62,4.97,-3.01,0.16,مین حجم ماه=0.28*** مین ارزش ماه =0.36***مین حجم ماه دو=0.14,خرید=1.16*** فروش =1.20
شگامرن,نسبت p/m=-770.81*** distance =-60.01,0.99,3.44,-14.00,0.06,مین حجم ماه=0.13*** مین ارزش ماه =0.24***مین حجم ماه دو=0.29,خرید=4.98*** فروش =1.66
تكنار,نسبت p/m=-1251.71*** distance =-75.44,1.43,13.11,-12.79,0.04,مین حجم ماه=0.05*** مین ارزش ماه =0.23***مین حجم ماه دو=0.04,خرید=1.13*** فروش =0.95
خفولا,نسبت p/m=101.44*** distance =-95.71,-2.86,30.05,-2.71,0.06,مین حجم ماه=0.19*** مین ارزش ماه =0.57***مین حجم ماه دو=0.02,خرید=2.26*** فروش =2.76
رفاه,نسبت p/m=249.42*** distance =-94.82,1.9,14.88,-17.55,0.06,مین حجم ماه=0.09*** مین ارزش ماه =0.39***مین حجم ماه دو=0.05,خرید=1.02*** فروش =0.63
بتك,نسبت p/m=0.00*** distance =-100.00,-1.98,27.17,-5.23,0.01,مین حجم ماه=0.01*** مین ارزش ماه =0.15***مین حجم ماه دو=0.00,خرید=0.79*** فروش =0.79
خبازرس,نسبت p/m=-231.93*** distance =-78.05,-2.96,0.80,-27.28,0.11,مین حجم ماه=0.16*** مین ارزش ماه =0.16***مین حجم ماه دو=0.31,خرید=1.66*** فروش =1.49
قاروم,نسبت p/m=0.00*** distance =-100.00,0.95,7.63,-6.08,0.00,مین حجم ماه=0.01*** مین ارزش ماه =0.04***مین حجم ماه دو=0.02,خرید=1.11*** فروش =4.10
شسم,نسبت p/m=0.00*** distance =-100.00,-0.99,14.73,-0.30,0.00,مین حجم ماه=0.00*** مین ارزش ماه =0.04***مین حجم ماه دو=0.00,خرید=0.50*** فروش =0.53
ثتوسا,نسبت p/m=984.67*** distance =-79.14,-2.94,29.27,-2.92,0.02,مین حجم ماه=0.02*** مین ارزش ماه =0.09***مین حجم ماه دو=0.64,خرید=0.89*** فروش =1.22
پشاهن,نسبت p/m=0.00*** distance =-100.00,2.96,16.05,-27.84,0.00,مین حجم ماه=0.01*** مین ارزش ماه =0.03***مین حجم ماه دو=0.01,خرید=1.24*** فروش =1.24
گپارس,نسبت p/m=0.00*** distance =-100.00,3,5.72,-12.52,0.00,مین حجم ماه=0.00*** مین ارزش ماه =0.08***مین حجم ماه دو=0.01,خرید=1.40*** فروش =1.45
بهامرز,نسبت p/m=NaN*** distance =NaN,0,9.44,-11.59,1.85,مین حجم ماه=8.12*** مین ارزش ماه =1.88***مین حجم ماه دو=20.33,خرید=2.37*** فروش =1.89
سايرا,نسبت p/m=NaN*** distance =NaN,0,15.67,0.00,0.03,مین حجم ماه=0.02*** مین ارزش ماه =0.05***مین حجم ماه دو=0.01,خرید=1.25*** فروش =1.25
شتولي,نسبت p/m=NaN*** distance =NaN,0,11.43,-0.65,0.02,مین حجم ماه=0.02*** مین ارزش ماه =0.02***مین حجم ماه دو=0.08,خرید=0.92*** فروش =0.92
نبروج,نسبت p/m=NaN*** distance =NaN,0,15.89,-0.93,0.06,مین حجم ماه=0.11*** مین ارزش ماه =0.27***مین حجم ماه دو=0.04,خرید=8966.36*** فروش =8966.36
