نماد,نسبت پول به قیمت,درصد اختلاف سه ماهه,ریسک,میانگین حجم 7 روزه,میانگین حجم / ارزش ماه,نسبت خرید و فروش
دسانكو,نسبت p/m=13.10*** distance =-90.61,21.89,-19.90,10.33,مین حجم ماه=10.84*** مین ارزش ماه =1.43***مین حجم ماه دو=6.31,خرید=0.93*** فروش =0.53
افق,نسبت p/m=1135.19*** distance =-51.05,7.51,-14.37,10.55,مین حجم ماه=7.27*** مین ارزش ماه =16.35***مین حجم ماه دو=3.74,خرید=0.50*** فروش =0.70
ولراز,نسبت p/m=-56.01*** distance =-74.85,15.15,-18.55,18.71,مین حجم ماه=14.40*** مین ارزش ماه =3.19***مین حجم ماه دو=8.39,خرید=0.79*** فروش =0.71
زقيام,نسبت p/m=82.88*** distance =-80.64,0.27,-24.94,9.01,مین حجم ماه=8.38*** مین ارزش ماه =3.37***مین حجم ماه دو=6.87,خرید=0.81*** فروش =0.98
كفپارس,نسبت p/m=24.34*** distance =-89.18,5.45,-21.94,6.29,مین حجم ماه=5.38*** مین ارزش ماه =1.16***مین حجم ماه دو=7.73,خرید=0.82*** فروش =0.90
اسياتك,نسبت p/m=-3.35*** distance =-98.94,0.42,-25.61,28.90,مین حجم ماه=22.48*** مین ارزش ماه =6.85***مین حجم ماه دو=19.97,خرید=0.50*** فروش =0.51
وطوبي,نسبت p/m=-54.29*** distance =-60.88,0.68,-20.77,6.19,مین حجم ماه=5.49*** مین ارزش ماه =0.73***مین حجم ماه دو=4.17,خرید=2.41*** فروش =1.21
كپارس,نسبت p/m=151.41*** distance =-75.39,15.30,-31.12,5.48,مین حجم ماه=5.31*** مین ارزش ماه =3.03***مین حجم ماه دو=3.02,خرید=0.98*** فروش =1.12
بيوتيك,نسبت p/m=2582.09*** distance =-11.25,0.00,-13.01,1.74,مین حجم ماه=0.95*** مین ارزش ماه =2.80***مین حجم ماه دو=0.57,خرید=0.56*** فروش =0.99
ثشرق,نسبت p/m=0.00*** distance =-100.00,23.03,-4.86,3.73,مین حجم ماه=1.29*** مین ارزش ماه =5.86***مین حجم ماه دو=0.02,خرید=0.29*** فروش =0.29
توريل,نسبت p/m=-23.16*** distance =-93.15,2.53,-27.00,5.68,مین حجم ماه=4.87*** مین ارزش ماه =1.54***مین حجم ماه دو=5.76,خرید=0.69*** فروش =0.87
حخزر,نسبت p/m=191.13*** distance =-16.15,8.22,-33.87,5.15,مین حجم ماه=5.46*** مین ارزش ماه =1.13***مین حجم ماه دو=2.21,خرید=0.92*** فروش =4.49
نطرين,نسبت p/m=-8.26*** distance =-97.82,12.88,-22.74,11.58,مین حجم ماه=8.22*** مین ارزش ماه =2.99***مین حجم ماه دو=4.96,خرید=0.65*** فروش =0.68
والماس,نسبت p/m=3.48*** distance =-98.42,0.00,-37.50,14.18,مین حجم ماه=9.44*** مین ارزش ماه =1.95***مین حجم ماه دو=4.61,خرید=0.70*** فروش =0.69
آواك,نسبت p/m=123.72*** distance =-82.11,2.90,-14.50,7.41,مین حجم ماه=6.43*** مین ارزش ماه =4.33***مین حجم ماه دو=4.47,خرید=0.73*** فروش =0.92
نوري,نسبت p/m=359.81*** distance =-91.75,5.51,-37.51,18.41,مین حجم ماه=16.48*** مین ارزش ماه =64.84***مین حجم ماه دو=13.51,خرید=0.83*** فروش =0.93
بازرگام,نسبت p/m=45.63*** distance =-89.18,21.87,-10.39,3.25,مین حجم ماه=3.15*** مین ارزش ماه =1.29***مین حجم ماه دو=0.82,خرید=0.77*** فروش =0.96
خشرق,نسبت p/m=18.23*** distance =-92.40,10.42,-20.66,11.17,مین حجم ماه=10.65*** مین ارزش ماه =2.38***مین حجم ماه دو=5.69,خرید=0.73*** فروش =0.76
تاپكيش,نسبت p/m=68.44*** distance =-60.08,7.33,-31.30,10.67,مین حجم ماه=8.01*** مین ارزش ماه =1.28***مین حجم ماه دو=4.26,خرید=0.69*** فروش =0.85
غپاك,نسبت p/m=14.76*** distance =-85.53,17.15,-18.98,10.57,مین حجم ماه=8.94*** مین ارزش ماه =0.87***مین حجم ماه دو=14.35,خرید=0.74*** فروش =0.77
پارسان,نسبت p/m=-825.76*** distance =-87.25,5.96,-18.14,7.65,مین حجم ماه=12.10*** مین ارزش ماه =77.71***مین حجم ماه دو=5.46,خرید=1.76*** فروش =0.86
غفارس,نسبت p/m=94.34*** distance =-86.61,13.73,-29.33,6.88,مین حجم ماه=4.07*** مین ارزش ماه =2.75***مین حجم ماه دو=2.08,خرید=0.57*** فروش =0.55
ميهن,نسبت p/m=87.67*** distance =-81.06,1.07,-44.42,11.68,مین حجم ماه=8.73*** مین ارزش ماه =3.63***مین حجم ماه دو=6.80,خرید=0.83*** فروش =0.88
لخزر,نسبت p/m=690.21*** distance =32.94,0.56,-16.03,9.09,مین حجم ماه=3.92*** مین ارزش ماه =2.02***مین حجم ماه دو=3.53,خرید=0.38*** فروش =0.63
كنور,نسبت p/m=46.16*** distance =-84.12,15.16,-10.62,14.75,مین حجم ماه=14.76*** مین ارزش ماه =4.14***مین حجم ماه دو=14.54,خرید=0.55*** فروش =0.78
شجم,نسبت p/m=123.40*** distance =-86.03,21.55,-12.35,1.89,مین حجم ماه=2.25*** مین ارزش ماه =2.03***مین حجم ماه دو=3.18,خرید=1.81*** فروش =1.22
سپيد,نسبت p/m=152.73*** distance =-79.27,11.31,-5.85,4.86,مین حجم ماه=7.61*** مین ارزش ماه =5.61***مین حجم ماه دو=4.46,خرید=1.31*** فروش =1.32
دتوزيع,نسبت p/m=40.75*** distance =-76.35,6.45,-11.21,18.00,مین حجم ماه=13.57*** مین ارزش ماه =2.33***مین حجم ماه دو=10.58,خرید=0.67*** فروش =0.77
زكوثر,نسبت p/m=460.80*** distance =-85.89,0.58,-40.81,5.29,مین حجم ماه=3.81*** مین ارزش ماه =11.55***مین حجم ماه دو=1.62,خرید=0.82*** فروش =0.65
تكيميا,نسبت p/m=64.78*** distance =-54.38,4.49,-19.86,8.15,مین حجم ماه=4.86*** مین ارزش ماه =0.68***مین حجم ماه دو=3.07,خرید=0.51*** فروش =0.60
كصدف,نسبت p/m=33.49*** distance =-93.64,18.95,-28.82,2.93,مین حجم ماه=3.02*** مین ارزش ماه =1.50***مین حجم ماه دو=1.74,خرید=1.22*** فروش =1.20
بتهران,نسبت p/m=57.44*** distance =-73.06,0.98,-23.11,16.29,مین حجم ماه=18.06*** مین ارزش ماه =3.58***مین حجم ماه دو=15.36,خرید=0.91*** فروش =1.54
كتوكا,نسبت p/m=71.04*** distance =-82.09,0.05,-34.11,5.95,مین حجم ماه=4.60*** مین ارزش ماه =1.69***مین حجم ماه دو=1.84,خرید=0.68*** فروش =0.89
دعبيد,نسبت p/m=600.12*** distance =-14.25,41.24,-1.63,8.17,مین حجم ماه=3.80*** مین ارزش ماه =2.79***مین حجم ماه دو=1.97,خرید=0.32*** فروش =0.34
جهرم,نسبت p/m=0.00*** distance =-100.00,18.19,-10.97,3.48,مین حجم ماه=2.34*** مین ارزش ماه =0.13***مین حجم ماه دو=1.64,خرید=0.76*** فروش =0.75
حگردش,نسبت p/m=-1.12*** distance =-99.46,28.86,-5.75,24.02,مین حجم ماه=8.42*** مین ارزش ماه =1.73***مین حجم ماه دو=9.49,خرید=0.28*** فروش =0.28
تفارس,نسبت p/m=-25.85*** distance =-79.99,7.51,-8.12,6.63,مین حجم ماه=5.67*** مین ارزش ماه =0.73***مین حجم ماه دو=7.94,خرید=0.84*** فروش =1.13
دقاضي,نسبت p/m=-170.95*** distance =-76.33,0.00,-33.75,4.56,مین حجم ماه=4.26*** مین ارزش ماه =2.87***مین حجم ماه دو=4.74,خرید=0.81*** فروش =0.60
زشريف,نسبت p/m=-118.94*** distance =-83.67,0.93,-21.14,3.22,مین حجم ماه=2.79*** مین ارزش ماه =1.95***مین حجم ماه دو=1.46,خرید=0.95*** فروش =0.85
تكنو,نسبت p/m=-14.09*** distance =-92.75,8.48,-21.15,12.98,مین حجم ماه=15.69*** مین ارزش ماه =2.83***مین حجم ماه دو=6.80,خرید=1.06*** فروش =0.88
كي بي سي,نسبت p/m=81.12*** distance =-69.19,7.48,-17.92,5.23,مین حجم ماه=4.35*** مین ارزش ماه =1.10***مین حجم ماه دو=1.11,خرید=0.65*** فروش =0.59
غگرجي,نسبت p/m=20.63*** distance =-83.69,19.13,-11.09,5.06,مین حجم ماه=3.81*** مین ارزش ماه =0.47***مین حجم ماه دو=4.07,خرید=0.75*** فروش =0.78
فروژ,نسبت p/m=0.01*** distance =-99.99,11.86,-17.64,13.51,مین حجم ماه=18.16*** مین ارزش ماه =1.39***مین حجم ماه دو=7.96,خرید=0.97*** فروش =0.89
سيتا,نسبت p/m=-225.68*** distance =-86.16,18.54,-17.52,4.35,مین حجم ماه=5.08*** مین ارزش ماه =8.02***مین حجم ماه دو=5.46,خرید=1.21*** فروش =0.78
غمارگ,نسبت p/m=-18.26*** distance =-80.24,13.67,-28.15,28.77,مین حجم ماه=15.10*** مین ارزش ماه =1.30***مین حجم ماه دو=10.21,خرید=0.61*** فروش =0.59
سرود,نسبت p/m=-1.86*** distance =-99.75,0.00,-37.89,15.85,مین حجم ماه=21.60*** مین ارزش ماه =14.91***مین حجم ماه دو=17.12,خرید=1.26*** فروش =0.94
حپارسا,نسبت p/m=377.23*** distance =-23.98,11.21,-11.68,2.82,مین حجم ماه=2.35*** مین ارزش ماه =1.16***مین حجم ماه دو=0.80,خرید=0.61*** فروش =0.73
قنيشا,نسبت p/m=65.77*** distance =-69.47,9.13,-17.14,7.61,مین حجم ماه=6.67*** مین ارزش ماه =1.42***مین حجم ماه دو=6.39,خرید=0.67*** فروش =0.82
شمواد,نسبت p/m=8.81*** distance =-96.41,7.69,-24.03,20.62,مین حجم ماه=31.85*** مین ارزش ماه =7.45***مین حجم ماه دو=3.68,خرید=1.25*** فروش =1.10
شوينده,نسبت p/m=1630.84*** distance =-23.72,0.39,-41.27,2.25,مین حجم ماه=1.14*** مین ارزش ماه =2.35***مین حجم ماه دو=0.45,خرید=0.54*** فروش =0.77
تپمپي,نسبت p/m=-112.08*** distance =-64.88,1.51,-16.82,7.33,مین حجم ماه=7.75*** مین ارزش ماه =2.37***مین حجم ماه دو=7.06,خرید=0.76*** فروش =0.86
خكمك,نسبت p/m=12.47*** distance =-94.68,28.64,-16.25,13.35,مین حجم ماه=10.82*** مین ارزش ماه =2.46***مین حجم ماه دو=9.34,خرید=0.60*** فروش =0.60
كاسپين,نسبت p/m=138.87*** distance =-85.17,82.54,-27.00,11.76,مین حجم ماه=13.36*** مین ارزش ماه =11.72***مین حجم ماه دو=5.84,خرید=0.73*** فروش =1.08
ولقمان,نسبت p/m=-59.81*** distance =-72.02,4.53,-14.26,4.05,مین حجم ماه=3.64*** مین ارزش ماه =0.74***مین حجم ماه دو=3.81,خرید=0.69*** فروش =0.76
ثنور,نسبت p/m=167.43*** distance =-42.55,13.04,-2.77,5.09,مین حجم ماه=1.75*** مین ارزش ماه =0.51***مین حجم ماه دو=1.03,خرید=0.31*** فروش =0.31
حسير,نسبت p/m=-38.61*** distance =-87.29,84.07,-14.44,8.20,مین حجم ماه=8.09*** مین ارزش ماه =2.37***مین حجم ماه دو=1.73,خرید=0.97*** فروش =0.88
وسالت,نسبت p/m=-82.38*** distance =-80.65,20.87,-24.84,6.12,مین حجم ماه=6.86*** مین ارزش ماه =2.81***مین حجم ماه دو=7.99,خرید=1.06*** فروش =1.12
اپرداز,نسبت p/m=29.51*** distance =-89.73,2.43,-34.63,6.85,مین حجم ماه=4.79*** مین ارزش ماه =1.28***مین حجم ماه دو=3.13,خرید=0.65*** فروش =0.65
شنفت,نسبت p/m=84.69*** distance =-92.07,1.40,-26.12,7.96,مین حجم ماه=11.95*** مین ارزش ماه =12.10***مین حجم ماه دو=3.94,خرید=1.59*** فروش =1.83
اپال,نسبت p/m=641.81*** distance =-32.57,5.49,-10.34,10.39,مین حجم ماه=4.90*** مین ارزش ماه =4.63***مین حجم ماه دو=1.07,خرید=0.42*** فروش =0.43
خزر,نسبت p/m=13.73*** distance =-90.67,20.08,-26.81,15.01,مین حجم ماه=11.30*** مین ارزش ماه =1.58***مین حجم ماه دو=15.89,خرید=0.65*** فروش =0.66
ولنوين,نسبت p/m=41.45*** distance =-83.20,8.16,-19.69,7.52,مین حجم ماه=8.53*** مین ارزش ماه =2.06***مین حجم ماه دو=9.54,خرید=0.95*** فروش =1.07
گكوثر,نسبت p/m=-10.58*** distance =-95.14,1.58,-13.19,6.80,مین حجم ماه=4.99*** مین ارزش ماه =1.07***مین حجم ماه دو=5.12,خرید=0.63*** فروش =0.65
سنوين,نسبت p/m=255.89*** distance =-48.18,20.58,-2.60,5.11,مین حجم ماه=2.65*** مین ارزش ماه =1.38***مین حجم ماه دو=2.01,خرید=0.59*** فروش =0.58
شاراك,نسبت p/m=18.69*** distance =-97.42,16.89,-9.33,5.45,مین حجم ماه=6.15*** مین ارزش ماه =4.42***مین حجم ماه دو=3.60,خرید=1.05*** فروش =1.00
سنير,نسبت p/m=33.54*** distance =-89.67,3.59,-17.88,4.62,مین حجم ماه=3.36*** مین ارزش ماه =1.03***مین حجم ماه دو=3.58,خرید=0.67*** فروش =0.73
امين,نسبت p/m=121.01*** distance =-54.40,1.33,-14.67,6.03,مین حجم ماه=4.53*** مین ارزش ماه =1.17***مین حجم ماه دو=2.92,خرید=0.69*** فروش =0.89
كمينا,نسبت p/m=55.66*** distance =-91.01,9.18,-29.56,4.04,مین حجم ماه=5.21*** مین ارزش ماه =2.90***مین حجم ماه دو=0.69,خرید=1.26*** فروش =1.16
شراز,نسبت p/m=-38.52*** distance =-98.43,3.23,-14.50,13.75,مین حجم ماه=14.79*** مین ارزش ماه =35.77***مین حجم ماه دو=6.93,خرید=1.24*** فروش =1.11
ولتجار,نسبت p/m=30.19*** distance =-96.68,6.44,-5.14,2.69,مین حجم ماه=2.48*** مین ارزش ماه =2.27***مین حجم ماه دو=1.69,خرید=0.94*** فروش =0.91
رتاپ,نسبت p/m=33.09*** distance =-82.98,0.88,-14.17,5.38,مین حجم ماه=4.10*** مین ارزش ماه =0.78***مین حجم ماه دو=4.85,خرید=0.55*** فروش =0.78
شگل,نسبت p/m=219.43*** distance =-26.10,0.00,-26.53,3.76,مین حجم ماه=2.70*** مین ارزش ماه =0.77***مین حجم ماه دو=1.57,خرید=0.60*** فروش =0.73
شكلر,نسبت p/m=-105.23*** distance =-91.36,2.89,-20.91,3.63,مین حجم ماه=5.14*** مین ارزش ماه =6.01***مین حجم ماه دو=1.46,خرید=1.51*** فروش =1.02
شاوان,نسبت p/m=102.11*** distance =-95.13,0.46,-21.35,3.67,مین حجم ماه=3.86*** مین ارزش ماه =7.78***مین حجم ماه دو=2.72,خرید=1.22*** فروش =1.05
سيستم,نسبت p/m=2185.39*** distance =-22.10,12.97,-14.79,4.48,مین حجم ماه=3.39*** مین ارزش ماه =9.58***مین حجم ماه دو=1.65,خرید=0.72*** فروش =0.79
ملت,نسبت p/m=-13.18*** distance =-96.06,19.83,-3.67,3.03,مین حجم ماه=3.15*** مین ارزش ماه =1.08***مین حجم ماه دو=1.44,خرید=0.78*** فروش =0.77
سخاش,نسبت p/m=-1.29*** distance =-99.82,4.49,-11.25,5.88,مین حجم ماه=7.02*** مین ارزش ماه =4.82***مین حجم ماه دو=6.26,خرید=1.05*** فروش =1.18
غمينو,نسبت p/m=12.68*** distance =-96.13,1.13,-32.67,9.71,مین حجم ماه=8.68*** مین ارزش ماه =2.65***مین حجم ماه دو=6.41,خرید=0.83*** فروش =0.88
آبين,نسبت p/m=-39.86*** distance =-83.23,3.89,-30.87,4.81,مین حجم ماه=4.18*** مین ارزش ماه =0.92***مین حجم ماه دو=3.58,خرید=0.81*** فروش =0.84
كربن,نسبت p/m=455.42*** distance =-57.99,1.14,-17.75,4.61,مین حجم ماه=2.86*** مین ارزش ماه =3.04***مین حجم ماه دو=2.80,خرید=0.50*** فروش =0.57
شيراز,نسبت p/m=59.35*** distance =-98.33,4.03,-17.87,2.78,مین حجم ماه=4.00*** مین ارزش ماه =13.53***مین حجم ماه دو=3.42,خرید=1.61*** فروش =1.17
ريشمك,نسبت p/m=87.08*** distance =-88.54,1.38,-24.21,2.29,مین حجم ماه=3.36*** مین ارزش ماه =2.42***مین حجم ماه دو=1.94,خرید=1.23*** فروش =1.17
سلار,نسبت p/m=-15.81*** distance =-93.14,7.03,-31.18,2.51,مین حجم ماه=2.86*** مین ارزش ماه =0.61***مین حجم ماه دو=3.33,خرید=1.21*** فروش =1.47
ولشرق,نسبت p/m=59.36*** distance =-71.95,0.85,-21.55,4.87,مین حجم ماه=3.65*** مین ارزش ماه =0.74***مین حجم ماه دو=3.88,خرید=0.71*** فروش =0.82
ددام,نسبت p/m=-11.20*** distance =-97.50,2.66,-23.90,3.84,مین حجم ماه=2.58*** مین ارزش ماه =1.10***مین حجم ماه دو=1.28,خرید=0.70*** فروش =0.64
كيانا,نسبت p/m=45.68*** distance =-92.14,2.92,-22.79,2.64,مین حجم ماه=3.45*** مین ارزش ماه =1.93***مین حجم ماه دو=2.65,خرید=1.09*** فروش =1.36
سجام,نسبت p/m=-102.22*** distance =-78.17,1.18,-31.17,7.93,مین حجم ماه=5.39*** مین ارزش ماه =2.39***مین حجم ماه دو=3.04,خرید=0.50*** فروش =0.44
ودي,نسبت p/m=96.27*** distance =-79.23,4.27,-27.24,8.41,مین حجم ماه=6.00*** مین ارزش ماه =2.63***مین حجم ماه دو=6.54,خرید=0.96*** فروش =1.04
شگويا,نسبت p/m=-51.45*** distance =-93.32,5.66,-30.29,15.82,مین حجم ماه=10.12*** مین ارزش ماه =7.31***مین حجم ماه دو=4.14,خرید=0.70*** فروش =0.81
فروي,نسبت p/m=77.38*** distance =-72.31,0.66,-31.01,9.30,مین حجم ماه=8.98*** مین ارزش ماه =2.32***مین حجم ماه دو=3.50,خرید=0.82*** فروش =1.29
خمحور,نسبت p/m=-59.93*** distance =-80.50,13.09,-23.88,6.65,مین حجم ماه=5.20*** مین ارزش ماه =1.51***مین حجم ماه دو=5.46,خرید=0.77*** فروش =0.67
وسرمد,نسبت p/m=22.43*** distance =-79.04,4.89,-30.28,5.79,مین حجم ماه=5.22*** مین ارزش ماه =0.52***مین حجم ماه دو=5.08,خرید=0.86*** فروش =1.00
وكبهمن,نسبت p/m=-56.76*** distance =-66.56,1.27,-27.83,6.32,مین حجم ماه=5.36*** مین ارزش ماه =0.85***مین حجم ماه دو=3.00,خرید=0.60*** فروش =0.69
خلنت,نسبت p/m=-42.64*** distance =-91.36,6.63,-19.44,3.36,مین حجم ماه=2.69*** مین ارزش ماه =1.26***مین حجم ماه دو=1.38,خرید=0.72*** فروش =0.71
ومدير,نسبت p/m=47.72*** distance =-74.85,2.13,-15.45,15.70,مین حجم ماه=8.67*** مین ارزش ماه =1.60***مین حجم ماه دو=4.66,خرید=0.52*** فروش =0.60
غپآذر,نسبت p/m=597.11*** distance =-42.96,0.63,-26.37,4.99,مین حجم ماه=2.35*** مین ارزش ماه =2.37***مین حجم ماه دو=0.65,خرید=0.45*** فروش =0.43
وپويا,نسبت p/m=-79.28*** distance =-69.57,2.88,-22.16,6.27,مین حجم ماه=6.05*** مین ارزش ماه =1.49***مین حجم ماه دو=2.58,خرید=1.52*** فروش =0.77
فنر,نسبت p/m=88.79*** distance =-68.27,0.27,-24.01,7.96,مین حجم ماه=5.55*** مین ارزش ماه =1.47***مین حجم ماه دو=3.99,خرید=0.56*** فروش =0.71
وآتوس,نسبت p/m=76.74*** distance =-58.32,19.85,-22.77,7.44,مین حجم ماه=7.37*** مین ارزش ماه =1.28***مین حجم ماه دو=3.42,خرید=0.63*** فروش =1.08
پيزد,نسبت p/m=-20.00*** distance =-94.98,10.84,-19.65,8.17,مین حجم ماه=8.99*** مین ارزش ماه =3.41***مین حجم ماه دو=4.68,خرید=1.03*** فروش =0.97
جم,نسبت p/m=1090.33*** distance =-73.17,23.49,-21.96,2.33,مین حجم ماه=1.86*** مین ارزش ماه =7.26***مین حجم ماه دو=1.95,خرید=0.98*** فروش =0.77
ثشاهد,نسبت p/m=119.64*** distance =-82.18,7.66,-44.31,35.53,مین حجم ماه=22.96*** مین ارزش ماه =14.21***مین حجم ماه دو=12.76,خرید=0.66*** فروش =0.69
فگستر,نسبت p/m=-35.47*** distance =-91.82,4.70,-16.79,4.55,مین حجم ماه=3.83*** مین ارزش ماه =1.58***مین حجم ماه دو=1.36,خرید=0.78*** فروش =0.57
ددانا,نسبت p/m=1175.12*** distance =11.21,3.67,-7.60,10.77,مین حجم ماه=4.33*** مین ارزش ماه =4.61***مین حجم ماه دو=0.58,خرید=0.32*** فروش =0.34
حريل,نسبت p/m=16.03*** distance =-90.52,8.48,-12.30,7.58,مین حجم ماه=9.79*** مین ارزش ماه =1.63***مین حجم ماه دو=5.85,خرید=0.82*** فروش =0.92
گوهران,نسبت p/m=65.00*** distance =-80.48,31.66,-32.32,3.92,مین حجم ماه=4.04*** مین ارزش ماه =1.23***مین حجم ماه دو=1.34,خرید=0.97*** فروش =0.95
شليا,نسبت p/m=0.00*** distance =-100.00,22.58,-10.95,2.53,مین حجم ماه=1.50*** مین ارزش ماه =1.01***مین حجم ماه دو=2.03,خرید=0.31*** فروش =0.34
سغدير,نسبت p/m=259.02*** distance =-82.92,5.90,-15.79,4.33,مین حجم ماه=3.78*** مین ارزش ماه =5.62***مین حجم ماه دو=2.42,خرید=0.70*** فروش =0.81
غمهرا,نسبت p/m=261.28*** distance =-74.55,6.81,-8.98,2.76,مین حجم ماه=2.47*** مین ارزش ماه =2.56***مین حجم ماه دو=1.52,خرید=0.95*** فروش =1.18
سغرب,نسبت p/m=143.41*** distance =-81.63,19.28,-3.16,3.90,مین حجم ماه=4.18*** مین ارزش ماه =3.32***مین حجم ماه دو=3.20,خرید=0.94*** فروش =1.19
شفارا,نسبت p/m=7.72*** distance =-97.37,36.17,-7.56,6.77,مین حجم ماه=5.68*** مین ارزش ماه =1.70***مین حجم ماه دو=4.01,خرید=1.00*** فروش =1.04
سصفها,نسبت p/m=-42.71*** distance =-98.23,18.26,-13.80,6.48,مین حجم ماه=6.38*** مین ارزش ماه =14.74***مین حجم ماه دو=4.24,خرید=0.94*** فروش =0.92
كطبس,نسبت p/m=186.16*** distance =-68.91,1.28,-37.55,7.04,مین حجم ماه=3.76*** مین ارزش ماه =2.13***مین حجم ماه دو=1.44,خرید=0.53*** فروش =0.42
كرماشا,نسبت p/m=-89.10*** distance =-96.07,2.89,-35.59,12.53,مین حجم ماه=7.96*** مین ارزش ماه =16.74***مین حجم ماه دو=2.48,خرید=0.55*** فروش =0.53
دزاگرس,نسبت p/m=-199.41*** distance =-94.51,3.12,-39.70,4.26,مین حجم ماه=4.26*** مین ارزش ماه =14.06***مین حجم ماه دو=3.48,خرید=1.02*** فروش =0.90
شپديس,نسبت p/m=3191.11*** distance =-88.91,7.81,-19.44,2.26,مین حجم ماه=3.25*** مین ارزش ماه =91.17***مین حجم ماه دو=1.43,خرید=1.37*** فروش =1.47
فبيرا,نسبت p/m=3.69*** distance =-96.48,27.48,-10.61,3.44,مین حجم ماه=3.40*** مین ارزش ماه =0.36***مین حجم ماه دو=1.52,خرید=0.44*** فروش =0.48
ثرود,نسبت p/m=5.91*** distance =-98.89,4.23,-23.41,5.43,مین حجم ماه=6.51*** مین ارزش ماه =3.28***مین حجم ماه دو=2.55,خرید=0.98*** فروش =0.91
خاذين,نسبت p/m=34.11*** distance =-80.43,11.08,-25.32,10.38,مین حجم ماه=8.12*** مین ارزش ماه =1.32***مین حجم ماه دو=6.18,خرید=0.77*** فروش =0.81
وتوشه,نسبت p/m=92.29*** distance =-81.97,0.00,-17.67,9.15,مین حجم ماه=5.95*** مین ارزش ماه =2.98***مین حجم ماه دو=4.83,خرید=0.47*** فروش =0.72
پدرخش,نسبت p/m=-67.42*** distance =-82.25,4.03,-12.23,4.76,مین حجم ماه=4.67*** مین ارزش ماه =1.75***مین حجم ماه دو=1.61,خرید=1.08*** فروش =0.92
واميد,نسبت p/m=349.30*** distance =-74.35,2.75,-16.86,5.28,مین حجم ماه=4.85*** مین ارزش ماه =6.39***مین حجم ماه دو=4.96,خرید=0.81*** فروش =0.71
كيمياتك,نسبت p/m=489.76*** distance =-41.67,15.02,-9.14,6.71,مین حجم ماه=4.00*** مین ارزش ماه =3.34***مین حجم ماه دو=2.72,خرید=0.46*** فروش =0.53
بساما,نسبت p/m=-228.92*** distance =-73.54,1.68,-6.69,1.04,مین حجم ماه=1.91*** مین ارزش ماه =1.64***مین حجم ماه دو=1.51,خرید=1.97*** فروش =1.93
خرينگ,نسبت p/m=-23.17*** distance =-97.83,0.17,-26.22,6.57,مین حجم ماه=7.25*** مین ارزش ماه =7.48***مین حجم ماه دو=3.15,خرید=1.01*** فروش =0.91
غشان,نسبت p/m=158.37*** distance =-54.48,-2.09,-25.45,1.21,مین حجم ماه=1.70*** مین ارزش ماه =0.55***مین حجم ماه دو=2.08,خرید=0.90*** فروش =1.19
ومشان,نسبت p/m=101.61*** distance =-91.62,0.08,-34.71,3.28,مین حجم ماه=3.32*** مین ارزش ماه =3.64***مین حجم ماه دو=1.75,خرید=0.65*** فروش =0.71
زماهان,نسبت p/m=85.65*** distance =-90.71,5.80,-30.43,6.43,مین حجم ماه=7.51*** مین ارزش ماه =6.47***مین حجم ماه دو=4.29,خرید=1.06*** فروش =1.09
اخشان,نسبت p/m=105.56*** distance =-87.75,1.31,-36.39,4.16,مین حجم ماه=2.32*** مین ارزش ماه =1.88***مین حجم ماه دو=1.22,خرید=0.58*** فروش =0.60
فايرا,نسبت p/m=-85.77*** distance =-81.44,6.37,-13.37,48.27,مین حجم ماه=18.76*** مین ارزش ماه =8.63***مین حجم ماه دو=2.83,خرید=0.34*** فروش =0.35
دجابر,نسبت p/m=151.80*** distance =-82.76,10.91,-17.66,4.85,مین حجم ماه=3.06*** مین ارزش ماه =2.64***مین حجم ماه دو=1.68,خرید=0.62*** فروش =0.61
غبهار,نسبت p/m=-5.20*** distance =-98.87,14.10,-24.15,3.85,مین حجم ماه=3.71*** مین ارزش ماه =1.58***مین حجم ماه دو=2.22,خرید=0.97*** فروش =0.95
فزرين,نسبت p/m=82.36*** distance =-67.88,8.11,-24.93,2.60,مین حجم ماه=2.50*** مین ارزش ماه =0.61***مین حجم ماه دو=2.25,خرید=0.86*** فروش =1.13
پكرمان,نسبت p/m=-181.58*** distance =-76.56,8.34,-30.31,8.04,مین حجم ماه=8.81*** مین ارزش ماه =6.35***مین حجم ماه دو=7.05,خرید=0.89*** فروش =0.63
بورس,نسبت p/m=-46.32*** distance =-85.32,7.70,-31.31,44.03,مین حجم ماه=41.13*** مین ارزش ماه =12.02***مین حجم ماه دو=28.28,خرید=0.86*** فروش =0.77
كمرجان,نسبت p/m=36.40*** distance =-90.90,18.01,-16.34,5.99,مین حجم ماه=4.70*** مین ارزش ماه =1.87***مین حجم ماه دو=1.42,خرید=0.61*** فروش =0.64
افرا,نسبت p/m=52.36*** distance =-88.99,5.30,-18.26,2.68,مین حجم ماه=2.92*** مین ارزش ماه =1.34***مین حجم ماه دو=2.30,خرید=1.14*** فروش =1.15
بنو,نسبت p/m=40.11*** distance =-68.33,11.16,-15.36,5.27,مین حجم ماه=4.01*** مین ارزش ماه =0.49***مین حجم ماه دو=3.79,خرید=0.68*** فروش =0.85
لوتوس,نسبت p/m=-9.79*** distance =-95.61,2.39,-6.94,7.98,مین حجم ماه=7.25*** مین ارزش ماه =1.60***مین حجم ماه دو=6.00,خرید=0.81*** فروش =0.88
