نماد,نسبت پول به قیمت,درصد,درصد اختلاف سه ماهه,ریسک,میانگین حجم 7 روزه,میانگین حجم / ارزش ماه,نسبت خرید و فروش
نخريس,نسبت p/m=-152.85*** distance =-92.24,1.21,2.16,-19.35,0.24,مین حجم ماه=0.33*** مین ارزش ماه =0.61***مین حجم ماه دو=0.23,خرید=0.98*** فروش =1.24
كورز,نسبت p/m=0.00*** distance =-100.00,2.99,4.96,-23.75,0.32,مین حجم ماه=0.32*** مین ارزش ماه =0.13***مین حجم ماه دو=0.22,خرید=1.02*** فروش =1.02
بگيلان,نسبت p/m=1009.22*** distance =-34.45,1.08,2.35,-15.99,0.63,مین حجم ماه=0.45*** مین ارزش ماه =0.68***مین حجم ماه دو=0.19,خرید=0.75*** فروش =0.88
سفارود,نسبت p/m=0.00*** distance =-100.00,-1.87,11.27,-12.32,0.25,مین حجم ماه=0.22*** مین ارزش ماه =0.13***مین حجم ماه دو=0.10,خرید=0.82*** فروش =0.82
خعمرا,نسبت p/m=0.00*** distance =-100.00,-2.98,26.23,0.00,1.40,مین حجم ماه=3.80*** مین ارزش ماه =2.12***مین حجم ماه دو=4.27,خرید=0.64*** فروش =1.24
غبهنوش,نسبت p/m=1677.00*** distance =-67.95,-0.82,6.67,-13.50,0.37,مین حجم ماه=0.33*** مین ارزش ماه =1.68***مین حجم ماه دو=0.25,خرید=0.80*** فروش =0.75
فماك,نسبت p/m=-40.15*** distance =-95.62,1.3,7.18,-10.97,0.70,مین حجم ماه=0.95*** مین ارزش ماه =0.87***مین حجم ماه دو=0.70,خرید=1.16*** فروش =1.16
شزنگ,نسبت p/m=-16.14*** distance =-99.64,-0.99,12.67,-0.11,0.12,مین حجم ماه=0.05*** مین ارزش ماه =0.22***مین حجم ماه دو=0.01,خرید=0.36*** فروش =0.36
محتشم,نسبت p/m=296.45*** distance =-91.19,-2.99,21.93,-7.51,1.35,مین حجم ماه=3.77*** مین ارزش ماه =12.56***مین حجم ماه دو=7.86,خرید=1.55*** فروش =1.30
ساروج,نسبت p/m=-390.85*** distance =-92.03,1.22,1.50,-20.63,0.22,مین حجم ماه=0.27*** مین ارزش ماه =1.28***مین حجم ماه دو=0.31,خرید=1.13*** فروش =1.01
قپيرا,نسبت p/m=5.12*** distance =-99.42,2.81,2.73,-14.07,0.21,مین حجم ماه=0.38*** مین ارزش ماه =0.32***مین حجم ماه دو=0.50,خرید=1.49*** فروش =0.98
خراسان,نسبت p/m=-1342.06*** distance =-91.71,-2.77,6.46,-5.74,0.25,مین حجم ماه=0.35*** مین ارزش ماه =5.77***مین حجم ماه دو=0.06,خرید=1.38*** فروش =0.83
سفار,نسبت p/m=-6787.99*** distance =-64.92,3,0.90,-18.76,0.04,مین حجم ماه=0.04*** مین ارزش ماه =0.67***مین حجم ماه دو=0.04,خرید=0.94*** فروش =1.21
دشيري,نسبت p/m=0.00*** distance =-100.00,3,0.02,-29.28,0.03,مین حجم ماه=0.03*** مین ارزش ماه =0.52***مین حجم ماه دو=0.05,خرید=1.05*** فروش =1.10
كهرام,نسبت p/m=0.00*** distance =-100.00,-1.93,11.12,-14.11,0.10,مین حجم ماه=0.08*** مین ارزش ماه =0.16***مین حجم ماه دو=0.09,خرید=0.82*** فروش =0.82
ثزاگرس,نسبت p/m=0.00*** distance =-100.00,2.98,19.95,-3.43,0.19,مین حجم ماه=0.09*** مین ارزش ماه =1.68***مین حجم ماه دو=0.12,خرید=0.43*** فروش =0.43
نتوس,نسبت p/m=0.00*** distance =-100.00,2.85,13.54,-17.47,0.55,مین حجم ماه=0.41*** مین ارزش ماه =0.23***مین حجم ماه دو=0.10,خرید=0.64*** فروش =0.66
سخند,نسبت p/m=-116.76*** distance =-88.44,0.01,1.92,-1.07,0.11,مین حجم ماه=0.06*** مین ارزش ماه =0.06***مین حجم ماه دو=0.13,خرید=0.55*** فروش =0.38
رفاه,نسبت p/m=732.63*** distance =-84.49,1.94,16.47,-15.36,0.08,مین حجم ماه=0.09*** مین ارزش ماه =0.39***مین حجم ماه دو=0.05,خرید=0.41*** فروش =0.41
خفولا,نسبت p/m=184.21*** distance =-92.36,-2.83,29.89,-1.79,0.07,مین حجم ماه=0.19*** مین ارزش ماه =0.57***مین حجم ماه دو=0.02,خرید=2.38*** فروش =2.95
قتربت,نسبت p/m=294.56*** distance =0.30,3,2.66,-17.65,1.17,مین حجم ماه=0.51*** مین ارزش ماه =0.15***مین حجم ماه دو=0.74,خرید=0.36*** فروش =0.45
ساراب,نسبت p/m=-1384.33*** distance =-68.95,1.95,3.27,-15.62,0.09,مین حجم ماه=0.18*** مین ارزش ماه =0.79***مین حجم ماه دو=0.18,خرید=3.38*** فروش =0.82
سپ,نسبت p/m=-18.95*** distance =-98.54,-2.39,4.97,-3.01,0.16,مین حجم ماه=0.29*** مین ارزش ماه =0.37***مین حجم ماه دو=0.14,خرید=1.15*** فروش =1.29
ثعتما,نسبت p/m=0.00*** distance =-100.00,-2.9,31.28,2.90,0.02,مین حجم ماه=0.23*** مین ارزش ماه =0.75***مین حجم ماه دو=0.87,خرید=0.21*** فروش =6.20
شكف,نسبت p/m=0.00*** distance =-100.00,-0.98,28.44,-0.13,0.14,مین حجم ماه=0.08*** مین ارزش ماه =0.13***مین حجم ماه دو=0.02,خرید=0.42*** فروش =0.42
غدانه,نسبت p/m=104.92*** distance =-90.09,-2.95,13.78,-2.94,0.22,مین حجم ماه=0.14*** مین ارزش ماه =0.15***مین حجم ماه دو=0.06,خرید=0.48*** فروش =0.49
ثاصفا,نسبت p/m=316.61*** distance =-77.49,2.97,32.53,-9.25,0.13,مین حجم ماه=0.13*** مین ارزش ماه =0.19***مین حجم ماه دو=0.19,خرید=0.37*** فروش =0.39
وتوسكا,نسبت p/m=55.47*** distance =-76.71,2.61,2.89,-17.72,0.43,مین حجم ماه=0.43*** مین ارزش ماه =0.09***مین حجم ماه دو=0.71,خرید=0.99*** فروش =1.18
حرهشا,نسبت p/m=0.00*** distance =-100.00,2.97,25.91,-26.79,0.34,مین حجم ماه=0.66*** مین ارزش ماه =1.20***مین حجم ماه دو=0.11,خرید=0.34*** فروش =0.41
سايرا,نسبت p/m=0.00*** distance =-100.00,-0.85,15.67,0.00,0.03,مین حجم ماه=0.02*** مین ارزش ماه =0.05***مین حجم ماه دو=0.01,خرید=0.44*** فروش =0.44
ساذري,نسبت p/m=0.00*** distance =-100.00,-2.97,15.76,-3.34,0.28,مین حجم ماه=0.28*** مین ارزش ماه =0.89***مین حجم ماه دو=0.12,خرید=0.79*** فروش =0.79
ثتوسا,نسبت p/m=701.65*** distance =-85.40,-2.91,29.19,-1.89,0.02,مین حجم ماه=0.02*** مین ارزش ماه =0.12***مین حجم ماه دو=0.68,خرید=0.82*** فروش =1.02
كشرق,نسبت p/m=0.00*** distance =-100.00,-2.45,15.16,-4.24,0.02,مین حجم ماه=0.02*** مین ارزش ماه =0.13***مین حجم ماه دو=0.02,خرید=0.68*** فروش =0.79
تكنار,نسبت p/m=-1263.70*** distance =-75.02,-0.1,14.41,-11.10,0.04,مین حجم ماه=0.05*** مین ارزش ماه =0.22***مین حجم ماه دو=0.04,خرید=0.82*** فروش =0.94
پشاهن,نسبت p/m=0.00*** distance =-100.00,2.97,16.52,-27.13,0.00,مین حجم ماه=0.01*** مین ارزش ماه =0.03***مین حجم ماه دو=0.01,خرید=1.35*** فروش =1.35
شگامرن,نسبت p/m=-803.12*** distance =-58.19,0,3.94,-13.41,0.07,مین حجم ماه=0.13*** مین ارزش ماه =0.24***مین حجم ماه دو=0.29,خرید=3.70*** فروش =1.17
شتولي,نسبت p/m=0.00*** distance =-100.00,-0.96,11.43,-0.65,0.02,مین حجم ماه=0.02*** مین ارزش ماه =0.02***مین حجم ماه دو=0.08,خرید=0.59*** فروش =0.59
گپارس,نسبت p/m=389.40*** distance =-97.73,2.57,5.89,-12.32,0.00,مین حجم ماه=0.01*** مین ارزش ماه =0.10***مین حجم ماه دو=0.00,خرید=0.53*** فروش =0.72
شسم,نسبت p/m=0.00*** distance =-100.00,-0.99,14.14,-0.39,0.00,مین حجم ماه=0.00*** مین ارزش ماه =0.04***مین حجم ماه دو=0.00,خرید=0.48*** فروش =0.52
بتك,نسبت p/m=0.00*** distance =-100.00,-1.97,25.73,-7.36,0.01,مین حجم ماه=0.01*** مین ارزش ماه =0.15***مین حجم ماه دو=0.00,خرید=0.62*** فروش =0.62
تفيرو,نسبت p/m=0.00*** distance =-100.00,1.98,0.00,-22.28,0.00,مین حجم ماه=0.00*** مین ارزش ماه =0.02***مین حجم ماه دو=0.00,خرید=0.74*** فروش =0.74
خبازرس,نسبت p/m=NaN*** distance =NaN,0,0.80,-27.28,0.11,مین حجم ماه=0.16*** مین ارزش ماه =0.16***مین حجم ماه دو=0.31,خرید=1.66*** فروش =1.49
شتهران,نسبت p/m=NaN*** distance =NaN,0,12.70,0.00,0.08,مین حجم ماه=0.03*** مین ارزش ماه =0.03***مین حجم ماه دو=0.07,خرید=0.70*** فروش =0.70
نبروج,نسبت p/m=NaN*** distance =NaN,0,15.89,-0.93,0.06,مین حجم ماه=0.11*** مین ارزش ماه =0.27***مین حجم ماه دو=0.04,خرید=8966.36*** فروش =8966.36
ولقمان,نسبت p/m=NaN*** distance =NaN,0,4.53,-14.26,4.01,مین حجم ماه=3.32*** مین ارزش ماه =0.68***مین حجم ماه دو=3.88,خرید=0.89*** فروش =0.75
قاروم,نسبت p/m=NaN*** distance =NaN,0,8.50,-5.08,0.00,مین حجم ماه=0.01*** مین ارزش ماه =0.04***مین حجم ماه دو=0.02,خرید=0.79*** فروش =2.98
