نماد,نسبت پول به قیمت,درصد,درصد اختلاف سه ماهه,ریسک,میانگین حجم 7 روزه,میانگین حجم / ارزش ماه,نسبت خرید و فروش
وثنو,نسبت p/m=-83.12*** distance =-73.28,-2.99,5.98,-22.23,10.93,مین حجم ماه=9.80*** مین ارزش ماه =2.92***مین حجم ماه دو=8.08,خرید=0.68*** فروش =0.73
فرآور,نسبت p/m=-137.05*** distance =-71.78,1.02,10.77,-18.58,5.80,مین حجم ماه=8.25*** مین ارزش ماه =3.85***مین حجم ماه دو=5.40,خرید=1.32*** فروش =1.25
شنفت,نسبت p/m=77.25*** distance =-93.00,2.83,4.15,-18.72,9.89,مین حجم ماه=10.13*** مین ارزش ماه =10.62***مین حجم ماه دو=5.28,خرید=0.96*** فروش =1.31
نيان,نسبت p/m=-12.14*** distance =-98.15,-2.87,25.37,-11.17,15.60,مین حجم ماه=30.38*** مین ارزش ماه =19.12***مین حجم ماه دو=7.79,خرید=1.52*** فروش =1.11
فكمند,نسبت p/m=2069.14*** distance =27.79,-2.94,41.94,-0.46,9.81,مین حجم ماه=3.35*** مین ارزش ماه =5.31***مین حجم ماه دو=1.20,خرید=0.26*** فروش =0.27
خشرق,نسبت p/m=14.72*** distance =-93.97,-0.04,14.03,-14.71,10.81,مین حجم ماه=12.03*** مین ارزش ماه =2.72***مین حجم ماه دو=4.87,خرید=1.09*** فروش =1.14
مديريت,نسبت p/m=-15.81*** distance =-95.62,2.97,0.66,-31.95,3.21,مین حجم ماه=4.85*** مین ارزش ماه =1.62***مین حجم ماه دو=1.62,خرید=1.83*** فروش =1.42
معين,نسبت p/m=-1.12*** distance =-99.45,0.05,3.08,-12.88,1.39,مین حجم ماه=2.68*** مین ارزش ماه =0.53***مین حجم ماه دو=2.04,خرید=1.61*** فروش =1.57
فجوش,نسبت p/m=5.29*** distance =-96.14,-2.37,2.74,-22.73,5.26,مین حجم ماه=2.41*** مین ارزش ماه =0.32***مین حجم ماه دو=1.28,خرید=0.44*** فروش =0.45
بكاب,نسبت p/m=24.46*** distance =-95.60,2.26,5.19,-18.90,3.20,مین حجم ماه=1.99*** مین ارزش ماه =1.08***مین حجم ماه دو=1.97,خرید=0.68*** فروش =0.69
وسين,نسبت p/m=0.80*** distance =-99.46,-2.99,11.94,-20.82,7.82,مین حجم ماه=8.76*** مین ارزش ماه =1.19***مین حجم ماه دو=4.18,خرید=1.08*** فروش =1.04
استقلال,نسبت p/m=98.68*** distance =-19.19,1.99,4.83,-15.08,3.87,مین حجم ماه=1.97*** مین ارزش ماه =0.24***مین حجم ماه دو=0.80,خرید=0.51*** فروش =0.70
غويتا,نسبت p/m=11.25*** distance =-94.95,2.76,10.59,-20.06,14.89,مین حجم ماه=9.02*** مین ارزش ماه =1.93***مین حجم ماه دو=11.35,خرید=0.67*** فروش =0.62
قرن,نسبت p/m=589.42*** distance =-55.59,2.95,0.00,-24.37,7.02,مین حجم ماه=6.23*** مین ارزش ماه =7.97***مین حجم ماه دو=2.88,خرید=0.77*** فروش =1.12
غمارگ,نسبت p/m=-6.61*** distance =-92.87,-2.94,14.81,-19.76,19.34,مین حجم ماه=16.18*** مین ارزش ماه =1.43***مین حجم ماه دو=10.55,خرید=0.46*** فروش =0.46
شبصير,نسبت p/m=-54.58*** distance =-95.33,1.87,1.64,-32.01,7.40,مین حجم ماه=7.70*** مین ارزش ماه =8.10***مین حجم ماه دو=3.71,خرید=1.06*** فروش =0.89
شبهرن,نسبت p/m=188.09*** distance =-88.22,-2.58,5.93,-13.43,7.54,مین حجم ماه=10.09*** مین ارزش ماه =15.62***مین حجم ماه دو=6.40,خرید=0.91*** فروش =1.17
حسينا,نسبت p/m=32.25*** distance =-96.70,-1.51,33.98,-20.91,17.26,مین حجم ماه=15.58*** مین ارزش ماه =14.05***مین حجم ماه دو=10.51,خرید=0.84*** فروش =0.82
وبيمه,نسبت p/m=-26.56*** distance =-78.37,1.05,1.91,-17.08,5.96,مین حجم ماه=11.75*** مین ارزش ماه =1.36***مین حجم ماه دو=3.37,خرید=1.32*** فروش =0.93
شفن,نسبت p/m=-109.90*** distance =-77.84,0.22,10.00,-28.41,13.83,مین حجم ماه=18.66*** مین ارزش ماه =8.66***مین حجم ماه دو=9.99,خرید=1.47*** فروش =0.79
قنيشا,نسبت p/m=53.44*** distance =-76.08,-2.56,5.77,-13.66,9.42,مین حجم ماه=7.73*** مین ارزش ماه =1.66***مین حجم ماه دو=5.29,خرید=0.69*** فروش =0.84
غمينو,نسبت p/m=-33.80*** distance =-90.10,1.11,1.43,-36.76,9.10,مین حجم ماه=9.57*** مین ارزش ماه =2.99***مین حجم ماه دو=6.28,خرید=1.06*** فروش =1.02
زكوثر,نسبت p/m=-903.72*** distance =-73.02,2.98,0.92,-39.20,5.03,مین حجم ماه=4.09*** مین ارزش ماه =12.87***مین حجم ماه دو=1.71,خرید=0.84*** فروش =0.51
پلاسك,نسبت p/m=148.88*** distance =-64.00,-1.25,13.89,-22.76,5.10,مین حجم ماه=3.64*** مین ارزش ماه =1.43***مین حجم ماه دو=2.47,خرید=0.79*** فروش =1.01
تنوين,نسبت p/m=91.19*** distance =-41.72,-1.15,3.28,-14.25,26.43,مین حجم ماه=16.56*** مین ارزش ماه =2.51***مین حجم ماه دو=8.75,خرید=0.45*** فروش =0.42
غگرجي,نسبت p/m=-2.60*** distance =-98.03,0.51,10.38,-17.83,8.26,مین حجم ماه=5.16*** مین ارزش ماه =0.66***مین حجم ماه دو=3.99,خرید=0.62*** فروش =0.59
سخواف,نسبت p/m=-2.57*** distance =-98.43,2.87,4.27,-21.27,7.49,مین حجم ماه=4.63*** مین ارزش ماه =0.72***مین حجم ماه دو=2.26,خرید=0.64*** فروش =0.64
غشان,نسبت p/m=-11.80*** distance =-96.79,1.13,1.55,-32.19,8.48,مین حجم ماه=3.99*** مین ارزش ماه =1.47***مین حجم ماه دو=1.88,خرید=0.53*** فروش =0.56
شجم,نسبت p/m=492.70*** distance =-46.47,2.91,11.54,-22.10,6.46,مین حجم ماه=3.69*** مین ارزش ماه =3.38***مین حجم ماه دو=2.07,خرید=0.50*** فروش =0.65
آسيا,نسبت p/m=-63.49*** distance =-57.91,-0.39,3.30,-25.60,25.06,مین حجم ماه=14.33*** مین ارزش ماه =2.04***مین حجم ماه دو=9.81,خرید=0.74*** فروش =0.62
ثنام,نسبت p/m=0.00*** distance =-100.00,-2.74,23.22,-15.90,12.68,مین حجم ماه=10.56*** مین ارزش ماه =1.65***مین حجم ماه دو=4.06,خرید=0.82*** فروش =0.82
نوري,نسبت p/m=95.33*** distance =-97.84,0,6.18,-36.55,15.50,مین حجم ماه=16.57*** مین ارزش ماه =66.93***مین حجم ماه دو=13.50,خرید=1.06*** فروش =1.04
ساينا,نسبت p/m=2.71*** distance =-99.22,-0.43,4.41,-10.68,5.74,مین حجم ماه=7.75*** مین ارزش ماه =2.57***مین حجم ماه دو=2.65,خرید=1.39*** فروش =1.56
فافق,نسبت p/m=19.34*** distance =-96.68,0,21.44,-19.08,4.61,مین حجم ماه=11.93*** مین ارزش ماه =6.68***مین حجم ماه دو=5.48,خرید=1.39*** فروش =1.68
پيزد,نسبت p/m=-44.37*** distance =-89.15,0.19,9.87,-20.96,4.19,مین حجم ماه=8.84*** مین ارزش ماه =3.39***مین حجم ماه دو=4.52,خرید=1.39*** فروش =1.85
وكغدير,نسبت p/m=-98.74*** distance =-70.06,-1.85,15.06,-18.62,39.40,مین حجم ماه=57.01*** مین ارزش ماه =18.20***مین حجم ماه دو=11.24,خرید=1.83*** فروش =0.75
شگل,نسبت p/m=195.09*** distance =-37.32,-2.08,3.89,-27.90,6.70,مین حجم ماه=4.02*** مین ارزش ماه =1.21***مین حجم ماه دو=1.54,خرید=0.54*** فروش =0.71
جوين,نسبت p/m=-54.53*** distance =-84.36,-2.98,10.12,-13.10,15.41,مین حجم ماه=10.33*** مین ارزش ماه =3.51***مین حجم ماه دو=5.12,خرید=0.60*** فروش =0.60
كاسپين,نسبت p/m=220.47*** distance =-77.37,1.48,81.59,-29.86,15.07,مین حجم ماه=14.77*** مین ارزش ماه =13.44***مین حجم ماه دو=6.39,خرید=0.85*** فروش =1.12
زبينا,نسبت p/m=-114.33*** distance =-76.39,0.72,4.69,-27.55,7.93,مین حجم ماه=4.91*** مین ارزش ماه =2.28***مین حجم ماه دو=3.38,خرید=0.81*** فروش =0.60
فلوله,نسبت p/m=-9.88*** distance =-95.91,-1.87,43.46,-22.48,9.84,مین حجم ماه=11.47*** مین ارزش ماه =2.61***مین حجم ماه دو=10.88,خرید=1.04*** فروش =1.08
ملت,نسبت p/m=180.05*** distance =-47.29,2.97,14.73,-10.27,5.61,مین حجم ماه=4.28*** مین ارزش ماه =1.48***مین حجم ماه دو=1.39,خرید=0.70*** فروش =0.89
تماوند,نسبت p/m=-59.34*** distance =-75.38,-0.08,11.80,-4.20,13.79,مین حجم ماه=7.56*** مین ارزش ماه =1.82***مین حجم ماه دو=2.97,خرید=0.42*** فروش =0.36
ونفت,نسبت p/m=38.03*** distance =-91.32,-0.54,8.46,-31.70,7.15,مین حجم ماه=5.28*** مین ارزش ماه =2.15***مین حجم ماه دو=2.94,خرید=0.77*** فروش =0.63
وسرمد,نسبت p/m=-26.07*** distance =-76.90,0,2.68,-30.33,6.20,مین حجم ماه=5.87*** مین ارزش ماه =0.61***مین حجم ماه دو=4.28,خرید=1.20*** فروش =1.27
نطرين,نسبت p/m=-31.80*** distance =-91.58,2.87,12.69,-23.00,5.50,مین حجم ماه=8.36*** مین ارزش ماه =3.07***مین حجم ماه دو=4.99,خرید=1.27*** فروش =1.08
وصنعت,نسبت p/m=-82.10*** distance =-54.27,-0.06,2.94,-24.35,11.50,مین حجم ماه=13.69*** مین ارزش ماه =2.31***مین حجم ماه دو=10.40,خرید=1.48*** فروش =0.97
ومدير,نسبت p/m=-112.52*** distance =-41.58,-0.47,1.83,-15.81,8.10,مین حجم ماه=8.79*** مین ارزش ماه =1.64***مین حجم ماه دو=4.54,خرید=0.68*** فروش =0.57
آواپارس,نسبت p/m=-93.60*** distance =-39.38,-2.93,6.74,-18.27,2.73,مین حجم ماه=2.22*** مین ارزش ماه =0.32***مین حجم ماه دو=1.78,خرید=0.90*** فروش =0.98
وسكاب,نسبت p/m=44.54*** distance =-82.43,0.54,1.87,-29.69,14.72,مین حجم ماه=11.27*** مین ارزش ماه =2.67***مین حجم ماه دو=4.42,خرید=0.97*** فروش =1.03
تجلي,نسبت p/m=-5.44*** distance =-96.22,-2.44,5.22,-10.23,12.90,مین حجم ماه=21.26*** مین ارزش ماه =3.00***مین حجم ماه دو=6.44,خرید=1.21*** فروش =0.89
شگويا,نسبت p/m=-215.84*** distance =-73.18,-1.56,2.24,-35.02,12.71,مین حجم ماه=10.48*** مین ارزش ماه =7.87***مین حجم ماه دو=4.36,خرید=0.62*** فروش =0.64
كاذر,نسبت p/m=16.78*** distance =-94.92,-2.97,5.06,-21.00,6.01,مین حجم ماه=5.71*** مین ارزش ماه =1.78***مین حجم ماه دو=5.06,خرید=0.92*** فروش =0.94
سباقر,نسبت p/m=-1291.74*** distance =-82.06,2.98,1.35,-37.42,3.20,مین حجم ماه=2.72*** مین ارزش ماه =18.15***مین حجم ماه دو=2.13,خرید=0.82*** فروش =0.90
كسعدي,نسبت p/m=248.63*** distance =-61.44,-2.93,3.35,-26.96,5.47,مین حجم ماه=2.99*** مین ارزش ماه =1.88***مین حجم ماه دو=0.87,خرید=0.52*** فروش =0.56
ثمسكن,نسبت p/m=27.09*** distance =-86.63,-3,3.33,-35.66,41.30,مین حجم ماه=27.29*** مین ارزش ماه =5.06***مین حجم ماه دو=12.42,خرید=0.64*** فروش =0.68
ومعلم,نسبت p/m=135.35*** distance =-46.49,1.93,16.30,-12.00,10.16,مین حجم ماه=5.00*** مین ارزش ماه =1.25***مین حجم ماه دو=3.05,خرید=0.47*** فروش =0.54
وتوشه,نسبت p/m=-45.20*** distance =-91.51,-0.56,4.32,-15.08,8.39,مین حجم ماه=6.27*** مین ارزش ماه =3.19***مین حجم ماه دو=4.83,خرید=0.54*** فروش =0.63
زقيام,نسبت p/m=-61.71*** distance =-85.83,1.99,2.26,-23.79,9.09,مین حجم ماه=8.72*** مین ارزش ماه =3.58***مین حجم ماه دو=6.90,خرید=1.05*** فروش =0.94
وهامون,نسبت p/m=1.70*** distance =-98.82,-0.55,2.82,-23.25,10.74,مین حجم ماه=13.20*** مین ارزش ماه =1.78***مین حجم ماه دو=9.22,خرید=1.10*** فروش =1.07
وآفر,نسبت p/m=214.54*** distance =-77.84,-0.5,19.78,-9.19,2.86,مین حجم ماه=2.13*** مین ارزش ماه =2.07***مین حجم ماه دو=0.51,خرید=0.58*** فروش =0.60
خمحور,نسبت p/m=-37.85*** distance =-87.94,-2.97,10.33,-21.37,6.62,مین حجم ماه=5.72*** مین ارزش ماه =1.68***مین حجم ماه دو=5.22,خرید=0.83*** فروش =0.75
كيمياتك,نسبت p/m=-140.53*** distance =-83.48,0,13.54,-8.63,3.58,مین حجم ماه=4.16*** مین ارزش ماه =3.49***مین حجم ماه دو=2.78,خرید=0.45*** فروش =0.50
سفارس,نسبت p/m=152.70*** distance =-91.05,-0.76,21.78,-17.58,11.38,مین حجم ماه=11.74*** مین ارزش ماه =19.09***مین حجم ماه دو=10.30,خرید=0.81*** فروش =0.95
كيميا,نسبت p/m=-12.23*** distance =-94.79,-2.96,4.59,-34.49,8.54,مین حجم ماه=9.29*** مین ارزش ماه =1.96***مین حجم ماه دو=3.23,خرید=0.92*** فروش =0.94
رتاپ,نسبت p/m=0.90*** distance =-99.55,2.96,2.79,-13.66,5.20,مین حجم ماه=4.54*** مین ارزش ماه =0.87***مین حجم ماه دو=4.66,خرید=0.58*** فروش =0.70
اتكاي,نسبت p/m=-159.99*** distance =-46.76,-0.49,2.25,-18.20,6.98,مین حجم ماه=6.76*** مین ارزش ماه =1.93***مین حجم ماه دو=1.45,خرید=1.54*** فروش =0.72
تاپكيش,نسبت p/m=18.92*** distance =-89.66,2.96,1.36,-35.72,6.08,مین حجم ماه=8.02*** مین ارزش ماه =1.33***مین حجم ماه دو=4.55,خرید=0.89*** فروش =1.20
بساما,نسبت p/m=-446.43*** distance =-49.14,0.45,1.84,-10.22,2.24,مین حجم ماه=2.15*** مین ارزش ماه =1.87***مین حجم ماه دو=1.57,خرید=1.01*** فروش =1.12
فنر,نسبت p/m=87.50*** distance =-70.36,0.2,4.89,-25.05,8.92,مین حجم ماه=5.99*** مین ارزش ماه =1.65***مین حجم ماه دو=4.13,خرید=0.63*** فروش =0.69
ديران,نسبت p/m=65.47*** distance =-78.82,-2.11,11.26,-24.95,5.61,مین حجم ماه=4.09*** مین ارزش ماه =1.19***مین حجم ماه دو=3.26,خرید=0.66*** فروش =0.71
كمرجان,نسبت p/m=35.87*** distance =-91.16,-1.7,17.48,-13.15,6.41,مین حجم ماه=5.55*** مین ارزش ماه =2.23***مین حجم ماه دو=1.44,خرید=0.70*** فروش =0.77
قيستو,نسبت p/m=741.32*** distance =-58.18,3,0.05,-39.42,1.88,مین حجم ماه=1.03*** مین ارزش ماه =1.77***مین حجم ماه دو=1.19,خرید=0.59*** فروش =0.83
ثشرق,نسبت p/m=-0.01*** distance =-100.00,2.99,24.06,-4.14,5.60,مین حجم ماه=1.98*** مین ارزش ماه =8.90***مین حجم ماه دو=0.02,خرید=0.29*** فروش =0.29
پارسان,نسبت p/m=-698.37*** distance =-89.21,0.75,4.97,-18.71,5.93,مین حجم ماه=12.07*** مین ارزش ماه =78.02***مین حجم ماه دو=5.53,خرید=2.21*** فروش =1.41
غانيزان,نسبت p/m=-287.07*** distance =-84.93,2.97,4.99,-27.21,3.02,مین حجم ماه=2.83*** مین ارزش ماه =5.27***مین حجم ماه دو=1.04,خرید=0.58*** فروش =0.66
فالوم,نسبت p/m=2.19*** distance =-99.67,-2.93,22.70,-11.78,4.87,مین حجم ماه=5.14*** مین ارزش ماه =3.30***مین حجم ماه دو=2.49,خرید=0.88*** فروش =0.72
شسپا,نسبت p/m=-95.37*** distance =-85.87,-1.59,3.23,-24.19,19.42,مین حجم ماه=22.48*** مین ارزش ماه =14.47***مین حجم ماه دو=21.03,خرید=1.10*** فروش =0.77
كيانا,نسبت p/m=44.10*** distance =-92.51,-0.68,5.36,-12.77,2.79,مین حجم ماه=3.23*** مین ارزش ماه =1.84***مین حجم ماه دو=2.87,خرید=0.95*** فروش =1.13
لوتوس,نسبت p/m=28.50*** distance =-87.29,-0.53,2.26,-7.08,4.45,مین حجم ماه=6.82*** مین ارزش ماه =1.51***مین حجم ماه دو=5.97,خرید=1.07*** فروش =1.36
اطلس,نسبت p/m=-656.97*** distance =-90.50,0.18,3.48,-21.24,9.73,مین حجم ماه=10.04*** مین ارزش ماه =67.46***مین حجم ماه دو=6.06,خرید=0.97*** فروش =0.86
ومهان,نسبت p/m=-60.10*** distance =-88.41,-0.77,23.04,-7.42,10.99,مین حجم ماه=8.84*** مین ارزش ماه =4.55***مین حجم ماه دو=12.92,خرید=1.27*** فروش =1.30
فنورد,نسبت p/m=-209.09*** distance =-69.58,-0.88,7.11,-11.19,2.98,مین حجم ماه=3.02*** مین ارزش ماه =1.98***مین حجم ماه دو=1.31,خرید=1.36*** فروش =1.25
كي بي سي,نسبت p/m=28.76*** distance =-89.40,2.56,5.91,-18.43,3.99,مین حجم ماه=4.56*** مین ارزش ماه =1.17***مین حجم ماه دو=1.17,خرید=1.09*** فروش =0.87
حريل,نسبت p/m=12.17*** distance =-93.08,2.95,1.70,-20.62,8.05,مین حجم ماه=10.24*** مین ارزش ماه =1.73***مین حجم ماه دو=5.69,خرید=1.03*** فروش =1.13
كپارس,نسبت p/m=90.55*** distance =-85.63,-1.28,16.94,-23.09,6.19,مین حجم ماه=5.16*** مین ارزش ماه =3.02***مین حجم ماه دو=3.23,خرید=0.82*** فروش =0.92
خرينگ,نسبت p/m=-24.74*** distance =-97.74,-2.96,9.57,-8.18,6.92,مین حجم ماه=6.27*** مین ارزش ماه =6.66***مین حجم ماه دو=3.26,خرید=0.89*** فروش =0.84
چنوپا,نسبت p/m=27.38*** distance =-98.95,2.94,17.43,-15.50,4.17,مین حجم ماه=2.50*** مین ارزش ماه =6.70***مین حجم ماه دو=1.91,خرید=0.55*** فروش =0.55
ثجوان,نسبت p/m=-17.02*** distance =-88.87,-2.97,84.26,-20.23,6.14,مین حجم ماه=8.19*** مین ارزش ماه =1.16***مین حجم ماه دو=1.29,خرید=1.29*** فروش =1.13
كتوكا,نسبت p/m=-8.95*** distance =-97.89,-0.89,2.83,-37.81,5.62,مین حجم ماه=4.64*** مین ارزش ماه =1.76***مین حجم ماه دو=1.94,خرید=0.71*** فروش =0.83
آردينه,نسبت p/m=237.74*** distance =-86.13,-2.36,12.73,-4.52,11.68,مین حجم ماه=8.67*** مین ارزش ماه =14.95***مین حجم ماه دو=4.47,خرید=0.66*** فروش =0.71
غگل,نسبت p/m=-27.88*** distance =-92.82,-0.1,8.93,-5.69,9.88,مین حجم ماه=13.04*** مین ارزش ماه =5.12***مین حجم ماه دو=13.82,خرید=0.96*** فروش =1.07
دزاگرس,نسبت p/m=-783.51*** distance =-78.89,1.77,1.95,-34.58,4.22,مین حجم ماه=4.31*** مین ارزش ماه =14.60***مین حجم ماه دو=3.28,خرید=1.06*** فروش =0.88
آينده,نسبت p/m=0.86*** distance =-99.81,-1.99,24.24,-0.67,8.73,مین حجم ماه=2.94*** مین ارزش ماه =1.34***مین حجم ماه دو=0.20,خرید=0.29*** فروش =0.29
فگستر,نسبت p/m=-7.95*** distance =-98.15,-2.99,6.88,-14.12,3.12,مین حجم ماه=3.91*** مین ارزش ماه =1.63***مین حجم ماه دو=1.33,خرید=1.15*** فروش =0.78
دفارا,نسبت p/m=-21.02*** distance =-95.78,-1.08,84.35,-14.85,8.97,مین حجم ماه=11.82*** مین ارزش ماه =5.57***مین حجم ماه دو=5.89,خرید=1.24*** فروش =1.10
وسالت,نسبت p/m=-85.88*** distance =-80.43,-2.99,22.86,-17.26,8.60,مین حجم ماه=7.53*** مین ارزش ماه =3.14***مین حجم ماه دو=7.17,خرید=0.81*** فروش =0.89
غالبر,نسبت p/m=-107.04*** distance =-96.93,0.13,21.66,-17.69,3.19,مین حجم ماه=3.93*** مین ارزش ماه =13.87***مین حجم ماه دو=0.15,خرید=1.08*** فروش =0.97
تاصيكو,نسبت p/m=-44.53*** distance =-95.90,-1.38,6.81,-24.25,15.82,مین حجم ماه=32.58*** مین ارزش ماه =33.74***مین حجم ماه دو=18.04,خرید=1.89*** فروش =1.16
اخشان,نسبت p/m=84.20*** distance =-90.54,2.93,1.52,-36.09,6.26,مین حجم ماه=3.42*** مین ارزش ماه =2.87***مین حجم ماه دو=1.15,خرید=0.58*** فروش =0.58
وتوصا,نسبت p/m=23.92*** distance =-86.43,-1.72,2.23,-23.52,13.27,مین حجم ماه=12.91*** مین ارزش ماه =2.16***مین حجم ماه دو=10.92,خرید=0.68*** فروش =0.88
جهرم,نسبت p/m=0.00*** distance =-100.00,1.85,15.66,-10.24,3.32,مین حجم ماه=2.67*** مین ارزش ماه =0.15***مین حجم ماه دو=1.47,خرید=0.70*** فروش =0.69
همراه,نسبت p/m=90.09*** distance =-80.05,-1.1,2.50,-12.91,10.99,مین حجم ماه=10.46*** مین ارزش ماه =4.52***مین حجم ماه دو=6.80,خرید=0.76*** فروش =1.26
افق,نسبت p/m=378.59*** distance =-84.25,1.89,5.23,-17.18,9.03,مین حجم ماه=7.99*** مین ارزش ماه =18.15***مین حجم ماه دو=3.38,خرید=0.50*** فروش =0.73
پاكشو,نسبت p/m=-80.09*** distance =-85.55,-2.49,2.09,-20.62,9.99,مین حجم ماه=9.48*** مین ارزش ماه =5.02***مین حجم ماه دو=10.59,خرید=1.23*** فروش =1.09
لخزر,نسبت p/m=210.88*** distance =-60.17,0,3.45,-15.38,7.10,مین حجم ماه=4.32*** مین ارزش ماه =2.25***مین حجم ماه دو=2.78,خرید=0.37*** فروش =0.51
سلار,نسبت p/m=-22.38*** distance =-90.70,-2.98,9.79,-23.91,4.22,مین حجم ماه=2.78*** مین ارزش ماه =0.63***مین حجم ماه دو=3.63,خرید=0.69*** فروش =0.75
كنور,نسبت p/m=-41.80*** distance =-85.71,-1.64,2.04,-10.70,7.14,مین حجم ماه=11.77*** مین ارزش ماه =3.35***مین حجم ماه دو=15.28,خرید=0.83*** فروش =0.81
وبوعلي,نسبت p/m=-86.78*** distance =-51.32,0.55,2.16,-20.67,6.61,مین حجم ماه=6.39*** مین ارزش ماه =1.08***مین حجم ماه دو=4.37,خرید=1.47*** فروش =0.77
حپرتو,نسبت p/m=1277.12*** distance =-19.16,2.99,10.64,-22.93,4.84,مین حجم ماه=3.16*** مین ارزش ماه =4.77***مین حجم ماه دو=0.18,خرید=0.31*** فروش =0.54
لطيف,نسبت p/m=122.06*** distance =-47.38,2.14,2.99,-13.80,2.63,مین حجم ماه=2.24*** مین ارزش ماه =0.50***مین حجم ماه دو=1.59,خرید=0.88*** فروش =1.28
خريخت,نسبت p/m=36.46*** distance =-64.51,-0.09,5.38,-16.65,10.72,مین حجم ماه=8.19*** مین ارزش ماه =0.81***مین حجم ماه دو=3.41,خرید=0.60*** فروش =0.76
غگلپا,نسبت p/m=233.64*** distance =-76.51,2.94,2.52,-24.67,1.87,مین حجم ماه=1.92*** مین ارزش ماه =1.84***مین حجم ماه دو=1.24,خرید=0.61*** فروش =0.61
شوينده,نسبت p/m=1059.82*** distance =-53.60,2.41,1.27,-46.06,3.55,مین حجم ماه=1.68*** مین ارزش ماه =3.67***مین حجم ماه دو=0.46,خرید=0.47*** فروش =0.51
بكابل,نسبت p/m=117.59*** distance =-77.19,-2.63,4.39,-21.77,5.58,مین حجم ماه=4.76*** مین ارزش ماه =2.32***مین حجم ماه دو=2.41,خرید=0.65*** فروش =0.66
دعبيد,نسبت p/m=241.38*** distance =-64.92,-1.46,41.15,-2.70,6.62,مین حجم ماه=4.23*** مین ارزش ماه =3.01***مین حجم ماه دو=1.82,خرید=0.38*** فروش =0.37
معيار,نسبت p/m=74.61*** distance =-60.27,1.04,33.62,-8.37,6.15,مین حجم ماه=4.40*** مین ارزش ماه =0.85***مین حجم ماه دو=3.80,خرید=0.50*** فروش =0.57
ودي,نسبت p/m=24.09*** distance =-94.82,0,3.66,-27.73,4.51,مین حجم ماه=5.73*** مین ارزش ماه =2.54***مین حجم ماه دو=5.73,خرید=1.73*** فروش =1.39
پاسا,نسبت p/m=642.38*** distance =-53.65,-0.83,2.59,-31.14,3.51,مین حجم ماه=2.64*** مین ارزش ماه =3.50***مین حجم ماه دو=1.45,خرید=0.70*** فروش =0.87
مرقام,نسبت p/m=79.29*** distance =-91.77,-2.76,13.18,-4.03,6.81,مین حجم ماه=2.99*** مین ارزش ماه =2.85***مین حجم ماه دو=1.02,خرید=0.31*** فروش =0.31
وگستر,نسبت p/m=103.39*** distance =-80.09,2.99,22.03,-18.48,3.41,مین حجم ماه=4.00*** مین ارزش ماه =2.00***مین حجم ماه دو=4.51,خرید=1.17*** فروش =1.32
فسا,نسبت p/m=-0.37*** distance =-99.38,-1.98,16.20,-10.39,1.92,مین حجم ماه=1.95*** مین ارزش ماه =0.11***مین حجم ماه دو=0.56,خرید=1.04*** فروش =1.00
دسبحان,نسبت p/m=19.31*** distance =-92.35,0.75,5.52,-18.87,11.65,مین حجم ماه=10.56*** مین ارزش ماه =2.55***مین حجم ماه دو=5.39,خرید=0.89*** فروش =1.13
سپيدار,نسبت p/m=516.15*** distance =-48.38,-2.91,23.50,-19.98,5.38,مین حجم ماه=4.66*** مین ارزش ماه =4.31***مین حجم ماه دو=2.34,خرید=0.78*** فروش =1.12
سدور,نسبت p/m=238.36*** distance =-83.94,2.76,0.00,-21.61,1.63,مین حجم ماه=1.40*** مین ارزش ماه =2.02***مین حجم ماه دو=1.33,خرید=0.90*** فروش =1.04
خمحركه,نسبت p/m=-13.60*** distance =-96.46,-2.01,20.20,-24.48,17.77,مین حجم ماه=12.76*** مین ارزش ماه =4.59***مین حجم ماه دو=10.23,خرید=0.80*** فروش =0.79
آواك,نسبت p/m=85.14*** distance =-87.92,0.14,3.81,-13.69,6.77,مین حجم ماه=6.54*** مین ارزش ماه =4.46***مین حجم ماه دو=4.48,خرید=0.68*** فروش =0.94
وشمال,نسبت p/m=0.00*** distance =-100.00,-2.99,10.83,-25.11,1.66,مین حجم ماه=1.20*** مین ارزش ماه =2.01***مین حجم ماه دو=0.35,خرید=0.92*** فروش =0.92
ريشمك,نسبت p/m=44.82*** distance =-94.19,-2.98,5.02,-19.78,2.17,مین حجم ماه=3.21*** مین ارزش ماه =2.35***مین حجم ماه دو=2.01,خرید=1.18*** فروش =1.77
غمهرا,نسبت p/m=71.41*** distance =-93.33,2.99,1.92,-14.69,2.28,مین حجم ماه=2.82*** مین ارزش ماه =2.96***مین حجم ماه دو=1.46,خرید=0.82*** فروش =1.02
خبرنا,نسبت p/m=-198.98*** distance =-70.75,-0.74,4.10,-20.86,8.47,مین حجم ماه=8.95*** مین ارزش ماه =5.78***مین حجم ماه دو=4.77,خرید=0.90*** فروش =0.75
سصفها,نسبت p/m=-80.70*** distance =-96.59,0.35,20.82,-10.25,5.66,مین حجم ماه=6.86*** مین ارزش ماه =15.83***مین حجم ماه دو=3.90,خرید=1.16*** فروش =1.11
واتي,نسبت p/m=24.66*** distance =-93.88,-0.34,2.85,-31.20,7.82,مین حجم ماه=7.71*** مین ارزش ماه =2.85***مین حجم ماه دو=6.53,خرید=1.28*** فروش =0.93
