نماد,نسبت پول به قیمت,درصد اختلاف سه ماهه,ریسک,میانگین حجم 7 روزه,میانگین حجم / ارزش ماه,نسبت خرید و فروش
سيستم,نسبت p/m=1607.70*** distance =-43.71,13.31,-14.33,4.46,مین حجم ماه=3.58*** مین ارزش ماه =10.16***مین حجم ماه دو=1.58,خرید=0.68*** فروش =0.82
وآفري,نسبت p/m=-195.65*** distance =-35.50,1.28,-25.01,3.53,مین حجم ماه=3.05*** مین ارزش ماه =0.89***مین حجم ماه دو=1.29,خرید=1.15*** فروش =0.62
سخاش,نسبت p/m=5.98*** distance =-99.15,3.13,-12.84,5.34,مین حجم ماه=7.12*** مین ارزش ماه =4.89***مین حجم ماه دو=6.24,خرید=1.00*** فروش =1.15
امين,نسبت p/m=126.57*** distance =-52.87,2.12,-15.54,6.33,مین حجم ماه=4.64*** مین ارزش ماه =1.21***مین حجم ماه دو=2.85,خرید=0.69*** فروش =0.94
فروس,نسبت p/m=-65.14*** distance =-71.26,11.25,-12.81,2.77,مین حجم ماه=1.94*** مین ارزش ماه =0.43***مین حجم ماه دو=1.73,خرید=0.75*** فروش =0.72
سصوفي,نسبت p/m=933.66*** distance =-92.65,0.05,-18.40,2.27,مین حجم ماه=2.57*** مین ارزش ماه =31.76***مین حجم ماه دو=2.57,خرید=1.01*** فروش =0.97
اتكاي,نسبت p/m=-156.67*** distance =-47.78,2.03,-20.53,7.63,مین حجم ماه=6.66*** مین ارزش ماه =1.88***مین حجم ماه دو=1.48,خرید=1.19*** فروش =0.65
خوساز,نسبت p/m=-54.37*** distance =-96.73,8.32,-27.37,2.49,مین حجم ماه=3.27*** مین ارزش ماه =4.95***مین حجم ماه دو=3.23,خرید=1.21*** فروش =1.16
اوان,نسبت p/m=21.39*** distance =-97.38,0.12,-38.30,2.29,مین حجم ماه=2.26*** مین ارزش ماه =1.74***مین حجم ماه دو=1.05,خرید=0.72*** فروش =0.70
مداران,نسبت p/m=-13.15*** distance =-96.10,22.84,-17.06,5.59,مین حجم ماه=3.32*** مین ارزش ماه =1.09***مین حجم ماه دو=1.04,خرید=0.50*** فروش =0.59
سقاين,نسبت p/m=-12.36*** distance =-98.30,0.00,-27.83,4.27,مین حجم ماه=6.02*** مین ارزش ماه =4.06***مین حجم ماه دو=4.12,خرید=1.29*** فروش =1.27
كرماشا,نسبت p/m=117.22*** distance =-94.84,3.70,-34.46,7.74,مین حجم ماه=8.11*** مین ارزش ماه =17.09***مین حجم ماه دو=2.44,خرید=0.67*** فروش =0.54
لپارس,نسبت p/m=134.81*** distance =-91.73,11.37,-28.32,2.14,مین حجم ماه=1.84*** مین ارزش ماه =2.80***مین حجم ماه دو=1.52,خرید=0.93*** فروش =0.99
ثنور,نسبت p/m=102.28*** distance =-64.91,13.52,-2.21,4.68,مین حجم ماه=1.92*** مین ارزش ماه =0.56***مین حجم ماه دو=0.97,خرید=0.30*** فروش =0.31
غبهار,نسبت p/m=-4.99*** distance =-98.92,16.06,-21.32,3.94,مین حجم ماه=3.86*** مین ارزش ماه =1.66***مین حجم ماه دو=2.16,خرید=1.02*** فروش =0.99
كازرو,نسبت p/m=141.18*** distance =-79.96,41.28,-0.59,4.40,مین حجم ماه=1.49*** مین ارزش ماه =1.05***مین حجم ماه دو=1.54,خرید=0.28*** فروش =0.28
لابسا,نسبت p/m=-20.68*** distance =-93.92,11.15,-15.42,1.74,مین حجم ماه=3.19*** مین ارزش ماه =1.04***مین حجم ماه دو=1.70,خرید=0.84*** فروش =2.17
شگويا,نسبت p/m=-87.37*** distance =-88.82,4.60,-31.76,15.96,مین حجم ماه=9.67*** مین ارزش ماه =7.06***مین حجم ماه دو=4.30,خرید=0.68*** فروش =0.79
زفجر,نسبت p/m=-66.53*** distance =-96.18,8.42,-25.09,5.21,مین حجم ماه=3.44*** مین ارزش ماه =5.64***مین حجم ماه دو=3.72,خرید=0.66*** فروش =0.68
كمينا,نسبت p/m=65.66*** distance =-89.58,7.89,-29.76,4.32,مین حجم ماه=5.38*** مین ارزش ماه =3.01***مین حجم ماه دو=0.66,خرید=1.21*** فروش =1.18
ومشان,نسبت p/m=81.29*** distance =-93.47,0.22,-38.43,2.41,مین حجم ماه=3.33*** مین ارزش ماه =3.70***مین حجم ماه دو=1.83,خرید=0.93*** فروش =1.04
دفارا,نسبت p/m=-10.14*** distance =-97.94,84.24,-19.45,11.73,مین حجم ماه=12.08*** مین ارزش ماه =5.66***مین حجم ماه دو=5.71,خرید=1.08*** فروش =1.05
غصينو,نسبت p/m=-131.59*** distance =-83.56,5.29,-17.91,3.04,مین حجم ماه=3.95*** مین ارزش ماه =3.02***مین حجم ماه دو=2.79,خرید=1.16*** فروش =0.87
فتوسا,نسبت p/m=10.68*** distance =-97.24,11.39,-17.07,2.77,مین حجم ماه=3.42*** مین ارزش ماه =1.24***مین حجم ماه دو=1.62,خرید=1.27*** فروش =1.33
ثغرب,نسبت p/m=29.36*** distance =-91.74,3.53,-19.22,3.55,مین حجم ماه=5.78*** مین ارزش ماه =1.95***مین حجم ماه دو=5.03,خرید=1.10*** فروش =1.24
وآيند,نسبت p/m=98.66*** distance =-85.12,1.29,-20.49,3.00,مین حجم ماه=4.30*** مین ارزش ماه =2.64***مین حجم ماه دو=0.17,خرید=1.02*** فروش =1.57
غگلپا,نسبت p/m=506.57*** distance =-47.73,5.22,-21.22,2.47,مین حجم ماه=1.73*** مین ارزش ماه =1.63***مین حجم ماه دو=1.31,خرید=0.61*** فروش =0.67
رافزا,نسبت p/m=73.95*** distance =-88.38,6.59,-32.60,4.32,مین حجم ماه=7.73*** مین ارزش ماه =4.33***مین حجم ماه دو=2.40,خرید=1.87*** فروش =2.40
سباقر,نسبت p/m=-28.17*** distance =-99.60,0.00,-31.87,2.67,مین حجم ماه=2.41*** مین ارزش ماه =15.63***مین حجم ماه دو=2.19,خرید=0.85*** فروش =0.92
وسين,نسبت p/m=13.14*** distance =-90.64,16.80,-20.74,8.77,مین حجم ماه=7.81*** مین ارزش ماه =1.04***مین حجم ماه دو=4.71,خرید=0.97*** فروش =0.96
كساپا,نسبت p/m=25.59*** distance =-90.93,10.30,-29.38,7.71,مین حجم ماه=6.19*** مین ارزش ماه =1.63***مین حجم ماه دو=4.30,خرید=0.75*** فروش =0.78
وطوبي,نسبت p/m=-36.97*** distance =-73.76,2.12,-21.68,5.95,مین حجم ماه=5.48*** مین ارزش ماه =0.73***مین حجم ماه دو=4.23,خرید=1.92*** فروش =1.19
اپال,نسبت p/m=417.87*** distance =-56.62,5.77,-10.00,9.22,مین حجم ماه=5.00*** مین ارزش ماه =4.73***مین حجم ماه دو=1.04,خرید=0.43*** فروش =0.42
شليا,نسبت p/m=0.00*** distance =-100.00,24.04,-8.86,2.72,مین حجم ماه=1.64*** مین ارزش ماه =1.10***مین حجم ماه دو=1.98,خرید=0.51*** فروش =0.54
دابور,نسبت p/m=944.18*** distance =-59.03,1.04,-35.66,2.03,مین حجم ماه=1.71*** مین ارزش ماه =3.71***مین حجم ماه دو=1.13,خرید=0.77*** فروش =1.03
شفارا,نسبت p/m=30.02*** distance =-89.97,34.33,-10.66,5.74,مین حجم ماه=5.61*** مین ارزش ماه =1.67***مین حجم ماه دو=3.97,خرید=0.70*** فروش =0.74
زشريف,نسبت p/m=-48.29*** distance =-93.41,2.35,-21.46,3.17,مین حجم ماه=2.89*** مین ارزش ماه =2.03***مین حجم ماه دو=1.47,خرید=0.94*** فروش =0.80
خنصير,نسبت p/m=16.51*** distance =-93.70,12.99,-23.37,3.31,مین حجم ماه=3.82*** مین ارزش ماه =0.94***مین حجم ماه دو=4.55,خرید=1.03*** فروش =1.07
لوتوس,نسبت p/m=8.81*** distance =-96.06,2.26,-7.08,6.06,مین حجم ماه=7.11*** مین ارزش ماه =1.57***مین حجم ماه دو=5.93,خرید=0.82*** فروش =0.88
پاسا,نسبت p/m=231.61*** distance =-82.94,2.89,-29.03,1.60,مین حجم ماه=1.88*** مین ارزش ماه =2.38***مین حجم ماه دو=1.48,خرید=1.26*** فروش =1.10
وپويا,نسبت p/m=-74.34*** distance =-71.77,2.52,-22.61,5.79,مین حجم ماه=6.03*** مین ارزش ماه =1.49***مین حجم ماه دو=2.57,خرید=1.42*** فروش =0.76
اردستان,نسبت p/m=422.25*** distance =-82.16,10.62,-10.59,3.84,مین حجم ماه=3.21*** مین ارزش ماه =7.57***مین حجم ماه دو=2.08,خرید=0.51*** فروش =0.83
ارفع,نسبت p/m=-319.46*** distance =-75.33,2.41,-36.33,4.22,مین حجم ماه=4.30*** مین ارزش ماه =4.97***مین حجم ماه دو=2.20,خرید=1.00*** فروش =0.71
سيتا,نسبت p/m=-278.81*** distance =-83.04,17.76,-18.65,4.54,مین حجم ماه=5.14*** مین ارزش ماه =8.13***مین حجم ماه دو=5.48,خرید=1.32*** فروش =0.78
ولتجار,نسبت p/m=-1.52*** distance =-99.83,5.41,-6.31,2.75,مین حجم ماه=2.56*** مین ارزش ماه =2.35***مین حجم ماه دو=1.66,خرید=0.78*** فروش =0.72
لبوتان,نسبت p/m=117.93*** distance =-57.33,14.12,-15.23,4.46,مین حجم ماه=3.78*** مین ارزش ماه =1.00***مین حجم ماه دو=1.37,خرید=0.68*** فروش =0.77
سكرد,نسبت p/m=145.08*** distance =-85.42,30.58,-6.79,2.22,مین حجم ماه=2.49*** مین ارزش ماه =2.54***مین حجم ماه دو=1.93,خرید=0.69*** فروش =0.73
حبندر,نسبت p/m=15.98*** distance =-98.44,6.33,-41.40,1.80,مین حجم ماه=2.72*** مین ارزش ماه =2.39***مین حجم ماه دو=0.12,خرید=1.46*** فروش =1.44
غاذر,نسبت p/m=-37.21*** distance =-97.85,2.91,-31.59,2.09,مین حجم ماه=1.65*** مین ارزش ماه =2.67***مین حجم ماه دو=1.50,خرید=0.95*** فروش =0.91
وآذر,نسبت p/m=25.29*** distance =-93.38,16.69,-28.59,4.08,مین حجم ماه=5.41*** مین ارزش ماه =1.88***مین حجم ماه دو=3.44,خرید=1.04*** فروش =1.01
دبالك,نسبت p/m=7.13*** distance =-97.83,2.38,-19.49,5.89,مین حجم ماه=6.20*** مین ارزش ماه =1.93***مین حجم ماه دو=3.92,خرید=0.94*** فروش =1.20
محتشم,نسبت p/m=56.58*** distance =-98.29,20.84,-9.01,2.35,مین حجم ماه=3.76*** مین ارزش ماه =12.50***مین حجم ماه دو=7.98,خرید=1.72*** فروش =1.18
زبينا,نسبت p/m=-45.61*** distance =-90.55,2.74,-30.16,7.33,مین حجم ماه=4.17*** مین ارزش ماه =1.91***مین حجم ماه دو=3.36,خرید=0.63*** فروش =0.63
واحصا,نسبت p/m=-10.60*** distance =-98.89,58.41,-21.79,2.93,مین حجم ماه=1.68*** مین ارزش ماه =2.15***مین حجم ماه دو=1.08,خرید=0.31*** فروش =0.32
بزاگرس,نسبت p/m=-145.84*** distance =-70.47,1.05,-17.17,3.39,مین حجم ماه=2.79*** مین ارزش ماه =1.34***مین حجم ماه دو=1.98,خرید=0.74*** فروش =0.80
كسعدي,نسبت p/m=336.63*** distance =-45.65,0.00,-30.53,2.64,مین حجم ماه=1.86*** مین ارزش ماه =1.09***مین حجم ماه دو=0.91,خرید=0.63*** فروش =0.76
قشير,نسبت p/m=289.37*** distance =-67.83,0.62,-28.34,2.02,مین حجم ماه=1.58*** مین ارزش ماه =1.34***مین حجم ماه دو=1.22,خرید=0.75*** فروش =0.91
ولشرق,نسبت p/m=64.72*** distance =-69.85,2.53,-21.99,5.07,مین حجم ماه=3.54*** مین ارزش ماه =0.72***مین حجم ماه دو=3.93,خرید=0.69*** فروش =0.76
كباده,نسبت p/m=125.12*** distance =-89.34,28.02,-17.84,2.64,مین حجم ماه=1.37*** مین ارزش ماه =1.58***مین حجم ماه دو=0.39,خرید=0.51*** فروش =0.52
گكوثر,نسبت p/m=-20.25*** distance =-90.79,1.36,-12.65,6.95,مین حجم ماه=4.97*** مین ارزش ماه =1.07***مین حجم ماه دو=5.07,خرید=0.68*** فروش =0.69
مديريت,نسبت p/m=64.57*** distance =-81.73,2.16,-27.38,3.04,مین حجم ماه=4.56*** مین ارزش ماه =1.49***مین حجم ماه دو=1.54,خرید=1.36*** فروش =1.13
باران,نسبت p/m=47.41*** distance =-66.94,0.00,-20.47,2.39,مین حجم ماه=1.42*** مین ارزش ماه =0.20***مین حجم ماه دو=1.18,خرید=0.74*** فروش =1.11
رنيك,نسبت p/m=-871.55*** distance =-45.45,0.47,-20.43,2.44,مین حجم ماه=1.85*** مین ارزش ماه =2.86***مین حجم ماه دو=2.02,خرید=1.24*** فروش =0.72
شساخت,نسبت p/m=-155.77*** distance =-78.43,14.55,-22.61,1.57,مین حجم ماه=0.81*** مین ارزش ماه =0.57***مین حجم ماه دو=0.38,خرید=0.66*** فروش =0.69
غنوش,نسبت p/m=73.94*** distance =-89.80,17.68,-27.99,4.61,مین حجم ماه=7.33*** مین ارزش ماه =4.89***مین حجم ماه دو=6.29,خرید=1.27*** فروش =1.15
سنير,نسبت p/m=32.07*** distance =-90.19,2.24,-19.53,3.78,مین حجم ماه=3.45*** مین ارزش ماه =1.07***مین حجم ماه دو=3.57,خرید=0.67*** فروش =0.72
افرا,نسبت p/m=54.44*** distance =-88.66,2.48,-19.90,2.56,مین حجم ماه=2.96*** مین ارزش ماه =1.37***مین حجم ماه دو=2.14,خرید=1.06*** فروش =1.08
شاروم,نسبت p/m=114.71*** distance =-83.41,9.72,-26.55,2.53,مین حجم ماه=2.38*** مین ارزش ماه =1.55***مین حجم ماه دو=1.57,خرید=0.80*** فروش =0.73
شاملا,نسبت p/m=-210.35*** distance =-86.43,1.42,-23.59,5.25,مین حجم ماه=6.45*** مین ارزش ماه =9.45***مین حجم ماه دو=3.11,خرید=1.64*** فروش =1.02
دجابر,نسبت p/m=187.85*** distance =-78.87,10.72,-17.92,4.98,مین حجم ماه=2.95*** مین ارزش ماه =2.56***مین حجم ماه دو=1.73,خرید=0.60*** فروش =0.61
زنگان,نسبت p/m=5.22*** distance =-98.68,66.48,-15.40,1.92,مین حجم ماه=1.38*** مین ارزش ماه =0.53***مین حجم ماه دو=0.56,خرید=0.66*** فروش =0.67
بساما,نسبت p/m=-350.61*** distance =-59.60,2.10,-7.54,1.37,مین حجم ماه=1.96*** مین ارزش ماه =1.69***مین حجم ماه دو=1.53,خرید=1.54*** فروش =1.59
ومپنا,نسبت p/m=348.66*** distance =-77.58,9.34,-15.05,5.71,مین حجم ماه=6.24*** مین ارزش ماه =9.40***مین حجم ماه دو=3.97,خرید=0.89*** فروش =0.86
قزوين,نسبت p/m=126.72*** distance =-79.54,0.00,-24.09,1.03,مین حجم ماه=2.51*** مین ارزش ماه =1.44***مین حجم ماه دو=1.68,خرید=1.87*** فروش =3.27
سشمال,نسبت p/m=-419.28*** distance =-85.90,2.42,-16.86,0.75,مین حجم ماه=0.75*** مین ارزش ماه =2.14***مین حجم ماه دو=0.62,خرید=1.13*** فروش =1.00
وبرق,نسبت p/m=993.97*** distance =-63.05,23.94,-13.04,2.34,مین حجم ماه=1.28*** مین ارزش ماه =3.43***مین حجم ماه دو=0.19,خرید=0.53*** فروش =0.61
دزاگرس,نسبت p/m=-123.74*** distance =-96.63,3.38,-39.33,4.13,مین حجم ماه=4.31*** مین ارزش ماه =14.30***مین حجم ماه دو=3.38,خرید=1.02*** فروش =0.92
سكارون,نسبت p/m=14.33*** distance =-94.71,29.44,-5.52,3.23,مین حجم ماه=3.74*** مین ارزش ماه =1.02***مین حجم ماه دو=1.01,خرید=0.97*** فروش =0.78
ثپرديس,نسبت p/m=-6.14*** distance =-98.22,3.76,-22.89,12.87,مین حجم ماه=8.35*** مین ارزش ماه =2.73***مین حجم ماه دو=5.54,خرید=0.61*** فروش =0.61
تكمبا,نسبت p/m=-165.95*** distance =-67.73,1.51,-16.90,2.87,مین حجم ماه=3.04*** مین ارزش ماه =1.47***مین حجم ماه دو=2.18,خرید=1.09*** فروش =1.00
وآتوس,نسبت p/m=92.59*** distance =-50.84,17.10,-23.88,7.26,مین حجم ماه=6.62*** مین ارزش ماه =1.16***مین حجم ماه دو=3.62,خرید=0.59*** فروش =1.17
فنفت,نسبت p/m=-174.27*** distance =-46.13,7.99,-23.91,4.72,مین حجم ماه=3.59*** مین ارزش ماه =1.09***مین حجم ماه دو=2.43,خرید=0.78*** فروش =0.65
وتوس,نسبت p/m=437.72*** distance =-49.20,3.32,-19.49,1.73,مین حجم ماه=1.05*** مین ارزش ماه =0.89***مین حجم ماه دو=0.38,خرید=0.57*** فروش =0.68
درهآور,نسبت p/m=144.19*** distance =-84.27,3.63,-22.59,4.05,مین حجم ماه=2.72*** مین ارزش ماه =2.39***مین حجم ماه دو=2.13,خرید=0.64*** فروش =0.74
سهگمت,نسبت p/m=2720.98*** distance =-78.25,10.54,-20.04,0.77,مین حجم ماه=0.66*** مین ارزش ماه =8.10***مین حجم ماه دو=0.82,خرید=0.91*** فروش =0.86
ثعمرا,نسبت p/m=562.80*** distance =-35.14,18.88,-28.13,4.07,مین حجم ماه=2.41*** مین ارزش ماه =1.99***مین حجم ماه دو=1.36,خرید=0.78*** فروش =1.03
وسنا,نسبت p/m=480.06*** distance =-66.39,1.60,-32.67,1.52,مین حجم ماه=1.00*** مین ارزش ماه =1.36***مین حجم ماه دو=1.42,خرید=0.66*** فروش =0.73
فمراد,نسبت p/m=322.65*** distance =-70.56,5.76,-21.80,1.22,مین حجم ماه=1.19*** مین ارزش ماه =1.25***مین حجم ماه دو=1.19,خرید=0.81*** فروش =1.02
چكارن,نسبت p/m=-6.58*** distance =-97.62,5.36,-18.31,4.45,مین حجم ماه=3.81*** مین ارزش ماه =1.00***مین حجم ماه دو=4.88,خرید=0.94*** فروش =0.90
حپترو,نسبت p/m=-70.63*** distance =-94.72,4.58,-17.59,1.19,مین حجم ماه=0.57*** مین ارزش ماه =0.76***مین حجم ماه دو=0.25,خرید=0.48*** فروش =0.48
فسبزوار,نسبت p/m=108.11*** distance =-97.34,1.73,-25.37,2.48,مین حجم ماه=2.60*** مین ارزش ماه =10.00***مین حجم ماه دو=1.43,خرید=0.97*** فروش =0.90
فماك,نسبت p/m=-61.99*** distance =-93.22,6.28,-12.57,1.07,مین حجم ماه=0.99*** مین ارزش ماه =0.90***مین حجم ماه دو=0.74,خرید=0.84*** فروش =0.86
لطيف,نسبت p/m=127.59*** distance =-44.33,2.58,-17.96,2.39,مین حجم ماه=2.24*** مین ارزش ماه =0.50***مین حجم ماه دو=1.59,خرید=0.88*** فروش =1.19
وشمال,نسبت p/m=0.00*** distance =-100.00,5.44,-32.67,1.21,مین حجم ماه=1.11*** مین ارزش ماه =1.84***مین حجم ماه دو=0.36,خرید=1.05*** فروش =1.05
واميد,نسبت p/m=405.01*** distance =-70.26,2.75,-16.86,5.28,مین حجم ماه=4.85*** مین ارزش ماه =6.39***مین حجم ماه دو=4.96,خرید=1.12*** فروش =1.16
كيانا,نسبت p/m=17.02*** distance =-97.09,2.44,-18.77,2.40,مین حجم ماه=3.20*** مین ارزش ماه =1.81***مین حجم ماه دو=2.76,خرید=0.94*** فروش =1.22
وحكمت,نسبت p/m=36.45*** distance =-69.93,20.01,-20.88,3.25,مین حجم ماه=2.58*** مین ارزش ماه =0.30***مین حجم ماه دو=3.37,خرید=0.79*** فروش =0.93
پيزد,نسبت p/m=23.66*** distance =-94.12,10.35,-20.32,6.99,مین حجم ماه=9.03*** مین ارزش ماه =3.44***مین حجم ماه دو=4.55,خرید=1.10*** فروش =1.11
كزغال,نسبت p/m=81.73*** distance =-73.37,7.87,-15.50,2.51,مین حجم ماه=3.15*** مین ارزش ماه =0.93***مین حجم ماه دو=5.26,خرید=1.01*** فروش =1.07
فگستر,نسبت p/m=-36.02*** distance =-91.68,4.57,-16.96,3.67,مین حجم ماه=3.86*** مین ارزش ماه =1.60***مین حجم ماه دو=1.28,خرید=0.79*** فروش =0.56
زكشت,نسبت p/m=-358.90*** distance =-57.74,6.39,-16.44,2.75,مین حجم ماه=2.18*** مین ارزش ماه =1.78***مین حجم ماه دو=1.64,خرید=0.83*** فروش =0.73
شپاس,نسبت p/m=-269.03*** distance =-93.11,3.69,-25.86,0.88,مین حجم ماه=1.50*** مین ارزش ماه =5.54***مین حجم ماه دو=0.34,خرید=1.81*** فروش =1.66
قشكر,نسبت p/m=17.62*** distance =-93.47,16.26,-12.51,4.69,مین حجم ماه=3.52*** مین ارزش ماه =0.93***مین حجم ماه دو=3.01,خرید=0.55*** فروش =0.61
رانفور,نسبت p/m=812.63*** distance =72.24,4.55,-8.46,4.74,مین حجم ماه=2.14*** مین ارزش ماه =1.02***مین حجم ماه دو=1.49,خرید=0.39*** فروش =0.70
خلنت,نسبت p/m=-66.30*** distance =-86.61,7.01,-18.96,2.76,مین حجم ماه=2.72*** مین ارزش ماه =1.28***مین حجم ماه دو=1.31,خرید=0.79*** فروش =0.74
پلوله,نسبت p/m=-644.49*** distance =74.73,5.33,-11.97,7.46,مین حجم ماه=2.74*** مین ارزش ماه =0.98***مین حجم ماه دو=1.18,خرید=0.35*** فروش =0.32
آواپارس,نسبت p/m=-78.14*** distance =-48.15,2.94,-23.09,2.44,مین حجم ماه=1.98*** مین ارزش ماه =0.28***مین حجم ماه دو=1.78,خرید=0.77*** فروش =0.87
فن آوا,نسبت p/m=197.21*** distance =36.13,3.25,-20.47,1.15,مین حجم ماه=0.61*** مین ارزش ماه =0.09***مین حجم ماه دو=0.33,خرید=0.43*** فروش =0.97
ولصنم,نسبت p/m=-96.41*** distance =-67.98,5.58,-17.89,3.28,مین حجم ماه=2.98*** مین ارزش ماه =0.85***مین حجم ماه دو=2.81,خرید=1.06*** فروش =0.65
وامين,نسبت p/m=326.12*** distance =-70.84,9.87,-16.91,0.89,مین حجم ماه=0.96*** مین ارزش ماه =1.05***مین حجم ماه دو=0.64,خرید=1.26*** فروش =0.50
زشگزا,نسبت p/m=475.34*** distance =-65.82,3.89,-16.65,3.04,مین حجم ماه=2.45*** مین ارزش ماه =3.32***مین حجم ماه دو=1.57,خرید=0.57*** فروش =0.62
تبرك,نسبت p/m=1012.57*** distance =-4.86,0.09,-21.93,1.24,مین حجم ماه=0.72*** مین ارزش ماه =0.75***مین حجم ماه دو=0.42,خرید=0.53*** فروش =0.84
آپ,نسبت p/m=-612.34*** distance =-48.62,13.82,-1.99,1.06,مین حجم ماه=1.10*** مین ارزش ماه =1.33***مین حجم ماه دو=1.07,خرید=1.00*** فروش =1.17
رپويا,نسبت p/m=254.24*** distance =-91.69,23.20,-7.78,1.88,مین حجم ماه=1.90*** مین ارزش ماه =5.78***مین حجم ماه دو=3.50,خرید=0.78*** فروش =0.91
شدوص,نسبت p/m=-67.80*** distance =-85.85,6.03,-19.95,3.91,مین حجم ماه=3.44*** مین ارزش ماه =1.57***مین حجم ماه دو=3.29,خرید=0.78*** فروش =0.63
وآوا,نسبت p/m=-38.36*** distance =-92.17,8.25,-12.23,1.05,مین حجم ماه=1.20*** مین ارزش ماه =0.57***مین حجم ماه دو=1.50,خرید=0.93*** فروش =1.58
درازي,نسبت p/m=1142.70*** distance =-8.90,19.81,-7.63,3.86,مین حجم ماه=1.73*** مین ارزش ماه =2.18***مین حجم ماه دو=0.13,خرید=0.36*** فروش =0.32
قنقش,نسبت p/m=18.19*** distance =-91.19,98.59,-14.70,23.68,مین حجم ماه=8.51*** مین ارزش ماه =1.73***مین حجم ماه دو=0.07,خرید=0.04*** فروش =0.05
فجام,نسبت p/m=-313.42*** distance =-65.17,4.32,-23.71,2.69,مین حجم ماه=1.72*** مین ارزش ماه =1.47***مین حجم ماه دو=1.22,خرید=0.70*** فروش =0.58
پدرخش,نسبت p/m=-68.20*** distance =-82.21,3.34,-13.03,4.26,مین حجم ماه=4.62*** مین ارزش ماه =1.73***مین حجم ماه دو=1.67,خرید=1.01*** فروش =0.89
سدبير,نسبت p/m=-309.69*** distance =-92.82,1.44,-19.12,2.30,مین حجم ماه=1.88*** مین ارزش ماه =7.81***مین حجم ماه دو=2.03,خرید=0.79*** فروش =0.72
غديس,نسبت p/m=487.31*** distance =-80.88,1.49,-19.64,1.99,مین حجم ماه=1.76*** مین ارزش ماه =4.23***مین حجم ماه دو=1.27,خرید=0.72*** فروش =0.75
سدور,نسبت p/m=47.63*** distance =-96.66,3.07,-15.23,1.29,مین حجم ماه=1.41*** مین ارزش ماه =1.98***مین حجم ماه دو=1.43,خرید=0.84*** فروش =0.92
پلاسك,نسبت p/m=234.30*** distance =-41.72,12.65,-24.52,2.16,مین حجم ماه=2.85*** مین ارزش ماه =1.07***مین حجم ماه دو=2.36,خرید=0.98*** فروش =1.64
بپويا,نسبت p/m=321.80*** distance =-89.10,6.38,-6.89,3.02,مین حجم ماه=1.89*** مین ارزش ماه =5.56***مین حجم ماه دو=1.37,خرید=0.60*** فروش =0.59
غانيزان,نسبت p/m=619.95*** distance =-67.71,4.94,-27.27,5.41,مین حجم ماه=2.60*** مین ارزش ماه =4.83***مین حجم ماه دو=1.07,خرید=0.49*** فروش =0.57
غگيلا,نسبت p/m=843.28*** distance =-56.38,4.29,-13.27,0.98,مین حجم ماه=0.61*** مین ارزش ماه =1.17***مین حجم ماه دو=0.62,خرید=0.51*** فروش =0.68
ثجنوب,نسبت p/m=78.35*** distance =-91.19,0.54,-18.32,2.11,مین حجم ماه=1.51*** مین ارزش ماه =1.30***مین حجم ماه دو=0.72,خرید=1.19*** فروش =1.04
ريشمك,نسبت p/m=90.40*** distance =-88.23,2.26,-23.26,2.39,مین حجم ماه=3.33*** مین ارزش ماه =2.40***مین حجم ماه دو=1.94,خرید=1.15*** فروش =1.64
آريا,نسبت p/m=359.98*** distance =-95.69,1.22,-25.24,1.07,مین حجم ماه=1.31*** مین ارزش ماه =10.47***مین حجم ماه دو=0.82,خرید=0.74*** فروش =0.47
ددام,نسبت p/m=16.64*** distance =-96.32,3.39,-22.98,3.49,مین حجم ماه=2.64*** مین ارزش ماه =1.12***مین حجم ماه دو=1.27,خرید=0.69*** فروش =0.71
خعمرا,نسبت p/m=0.00*** distance =-100.00,22.19,-1.44,2.65,مین حجم ماه=3.86*** مین ارزش ماه =2.15***مین حجم ماه دو=5.21,خرید=0.65*** فروش =1.25
نيرو,نسبت p/m=125.33*** distance =-84.20,4.78,-11.33,1.19,مین حجم ماه=0.93*** مین ارزش ماه =0.71***مین حجم ماه دو=0.98,خرید=0.57*** فروش =0.56
وپخش,نسبت p/m=-307.36*** distance =-81.21,3.79,-29.16,2.87,مین حجم ماه=2.68*** مین ارزش ماه =4.03***مین حجم ماه دو=1.26,خرید=0.91*** فروش =0.79
خفناور,نسبت p/m=0.00*** distance =-100.00,25.54,-16.89,0.95,مین حجم ماه=1.09*** مین ارزش ماه =1.67***مین حجم ماه دو=0.19,خرید=0.98*** فروش =0.98
آ س پ,نسبت p/m=738.99*** distance =-10.75,14.84,-23.28,2.51,مین حجم ماه=1.72*** مین ارزش ماه =1.37***مین حجم ماه دو=1.11,خرید=0.61*** فروش =0.88
ولكار,نسبت p/m=-9.42*** distance =-96.63,2.85,-15.25,1.97,مین حجم ماه=3.08*** مین ارزش ماه =0.83***مین حجم ماه دو=1.14,خرید=1.47*** فروش =1.54
بالاس,نسبت p/m=207.38*** distance =-95.28,12.88,-26.54,2.05,مین حجم ماه=1.69*** مین ارزش ماه =6.95***مین حجم ماه دو=0.79,خرید=0.64*** فروش =0.64
جهرم,نسبت p/m=0.00*** distance =-100.00,18.73,-10.24,3.58,مین حجم ماه=2.36*** مین ارزش ماه =0.14***مین حجم ماه دو=1.59,خرید=0.63*** فروش =0.62
