نماد,نسبت پول به قیمت,درصد,درصد اختلاف سه ماهه,ریسک,میانگین حجم 7 روزه,میانگین حجم / ارزش ماه,نسبت خرید و فروش
شزنگ,نسبت p/m=-17.25*** distance =-99.62,-0.99,12.22,-1.12,0.11,مین حجم ماه=0.05*** مین ارزش ماه =0.20***مین حجم ماه دو=0.01,خرید=0.37*** فروش =0.37
ساروج,نسبت p/m=-181.37*** distance =-96.29,0.61,1.69,-20.39,0.25,مین حجم ماه=0.28*** مین ارزش ماه =1.29***مین حجم ماه دو=0.31,خرید=1.21*** فروش =1.10
حرهشا,نسبت p/m=409.61*** distance =-78.93,2.96,28.17,-23.13,1.52,مین حجم ماه=0.66*** مین ارزش ماه =1.20***مین حجم ماه دو=0.11,خرید=0.33*** فروش =0.39
ثنظام,نسبت p/m=78.32*** distance =-98.47,-2.65,0.00,-34.44,0.13,مین حجم ماه=0.18*** مین ارزش ماه =0.82***مین حجم ماه دو=0.20,خرید=0.90*** فروش =1.74
چخزر,نسبت p/m=3237.75*** distance =-30.61,2.91,7.75,-16.19,0.15,مین حجم ماه=0.15*** مین ارزش ماه =0.66***مین حجم ماه دو=0.10,خرید=0.81*** فروش =1.79
بايكا,نسبت p/m=528.16*** distance =-70.54,-2.98,21.09,-2.47,0.31,مین حجم ماه=0.11*** مین ارزش ماه =0.20***مین حجم ماه دو=0.02,خرید=0.31*** فروش =0.31
سفارود,نسبت p/m=0.00*** distance =-100.00,-1.85,10.71,-13.03,0.25,مین حجم ماه=0.22*** مین ارزش ماه =0.13***مین حجم ماه دو=0.10,خرید=0.81*** فروش =0.81
ثزاگرس,نسبت p/m=0.00*** distance =-100.00,-2.97,21.53,-1.39,0.18,مین حجم ماه=0.09*** مین ارزش ماه =1.64***مین حجم ماه دو=0.12,خرید=0.46*** فروش =0.46
وتوسكا,نسبت p/m=51.18*** distance =-78.28,-2.98,2.97,-17.62,0.44,مین حجم ماه=0.47*** مین ارزش ماه =0.10***مین حجم ماه دو=0.70,خرید=0.85*** فروش =1.03
دشيري,نسبت p/m=0.00*** distance =-100.00,2.95,0.24,-25.55,0.03,مین حجم ماه=0.04*** مین ارزش ماه =0.62***مین حجم ماه دو=0.05,خرید=8.63*** فروش =9.18
سدشت,نسبت p/m=-38.46*** distance =-98.86,1.57,9.25,-5.87,0.24,مین حجم ماه=0.19*** مین ارزش ماه =0.66***مین حجم ماه دو=0.11,خرید=0.64*** فروش =0.65
نخريس,نسبت p/m=449.43*** distance =-77.07,0,2.21,-19.29,0.33,مین حجم ماه=0.33*** مین ارزش ماه =0.61***مین حجم ماه دو=0.24,خرید=0.98*** فروش =1.30
دهدشت,نسبت p/m=-812.58*** distance =0.48,-2.91,6.70,-13.38,0.85,مین حجم ماه=0.62*** مین ارزش ماه =0.47***مین حجم ماه دو=0.34,خرید=0.77*** فروش =0.53
قلرست,نسبت p/m=-29.33*** distance =-96.57,0,2.58,-21.77,0.59,مین حجم ماه=0.86*** مین ارزش ماه =0.69***مین حجم ماه دو=0.66,خرید=0.94*** فروش =1.47
پارتا,نسبت p/m=208.47*** distance =-75.06,0.12,20.72,-10.35,1.08,مین حجم ماه=0.70*** مین ارزش ماه =0.58***مین حجم ماه دو=0.68,خرید=0.31*** فروش =0.35
كهرام,نسبت p/m=0.00*** distance =-100.00,-1.99,11.21,-14.00,0.10,مین حجم ماه=0.08*** مین ارزش ماه =0.15***مین حجم ماه دو=0.09,خرید=0.88*** فروش =0.88
شكف,نسبت p/m=0.00*** distance =-100.00,-0.97,27.83,0.00,0.17,مین حجم ماه=0.08*** مین ارزش ماه =0.13***مین حجم ماه دو=0.02,خرید=0.31*** فروش =0.31
مارون,نسبت p/m=-341.54*** distance =-93.64,0.56,67.74,-6.34,0.55,مین حجم ماه=0.52*** مین ارزش ماه =2.77***مین حجم ماه دو=0.15,خرید=1.22*** فروش =1.71
شخارك,نسبت p/m=-2561.96*** distance =-71.30,-1.15,3.29,-20.62,0.31,مین حجم ماه=0.60*** مین ارزش ماه =5.16***مین حجم ماه دو=0.43,خرید=1.71*** فروش =0.71
نتوس,نسبت p/m=0.00*** distance =-100.00,2.86,13.68,-17.29,0.59,مین حجم ماه=0.40*** مین ارزش ماه =0.23***مین حجم ماه دو=0.10,خرید=0.57*** فروش =0.58
سفار,نسبت p/m=-4777.37*** distance =-75.04,3,1.04,-16.34,0.03,مین حجم ماه=0.03*** مین ارزش ماه =0.65***مین حجم ماه دو=0.04,خرید=0.92*** فروش =1.64
شصفها,نسبت p/m=-1477.67*** distance =-85.29,-0.96,15.76,-0.71,0.12,مین حجم ماه=0.17*** مین ارزش ماه =1.73***مین حجم ماه دو=0.03,خرید=0.77*** فروش =1.11
غبهنوش,نسبت p/m=2026.62*** distance =-61.16,-0.9,6.45,-13.76,0.43,مین حجم ماه=0.35*** مین ارزش ماه =1.78***مین حجم ماه دو=0.25,خرید=0.76*** فروش =0.72
كايتا,نسبت p/m=23.62*** distance =-98.96,-2.95,75.03,0.00,1.54,مین حجم ماه=1.33*** مین ارزش ماه =3.42***مین حجم ماه دو=0.19,خرید=0.61*** فروش =0.67
دتماد,نسبت p/m=-645.07*** distance =-88.35,-0.22,9.97,-23.91,0.45,مین حجم ماه=0.64*** مین ارزش ماه =3.34***مین حجم ماه دو=0.25,خرید=1.00*** فروش =0.97
خبازرس,نسبت p/m=-230.61*** distance =-78.18,-2.77,0.80,-27.28,0.11,مین حجم ماه=0.16*** مین ارزش ماه =0.16***مین حجم ماه دو=0.31,خرید=1.15*** فروش =1.10
ثامان,نسبت p/m=0.00*** distance =-100.00,-3,6.93,-3.54,0.01,مین حجم ماه=0.01*** مین ارزش ماه =0.07***مین حجم ماه دو=0.01,خرید=1.17*** فروش =1.17
خراسان,نسبت p/m=-294.86*** distance =-98.19,-2.12,6.24,-6.31,0.29,مین حجم ماه=0.36*** مین ارزش ماه =5.84***مین حجم ماه دو=0.05,خرید=0.53*** فروش =0.71
خفولا,نسبت p/m=186.26*** distance =-92.45,-2.8,29.12,-1.77,0.06,مین حجم ماه=0.19*** مین ارزش ماه =0.56***مین حجم ماه دو=0.02,خرید=1.77*** فروش =2.27
شگامرن,نسبت p/m=-914.86*** distance =-52.38,0,3.94,-13.41,0.07,مین حجم ماه=0.13*** مین ارزش ماه =0.24***مین حجم ماه دو=0.29,خرید=4.70*** فروش =1.01
ساراب,نسبت p/m=-1522.13*** distance =-65.87,0.97,3.36,-18.50,0.11,مین حجم ماه=0.18*** مین ارزش ماه =0.79***مین حجم ماه دو=0.18,خرید=2.61*** فروش =0.67
ممسني,نسبت p/m=37.74*** distance =-95.68,-2.97,46.49,0.00,0.05,مین حجم ماه=0.36*** مین ارزش ماه =0.35***مین حجم ماه دو=0.64,خرید=4.51*** فروش =5.54
تكنار,نسبت p/m=-313.42*** distance =-93.76,1.97,15.72,-9.41,0.05,مین حجم ماه=0.04*** مین ارزش ماه =0.22***مین حجم ماه دو=0.04,خرید=0.47*** فروش =0.62
غدانه,نسبت p/m=105.93*** distance =-90.08,-2.94,14.19,-2.94,0.25,مین حجم ماه=0.14*** مین ارزش ماه =0.15***مین حجم ماه دو=0.06,خرید=0.50*** فروش =0.52
ساذري,نسبت p/m=0.00*** distance =-100.00,-2.88,13.18,-6.50,0.33,مین حجم ماه=0.28*** مین ارزش ماه =0.89***مین حجم ماه دو=0.12,خرید=0.67*** فروش =0.67
سخند,نسبت p/m=98.59*** distance =-90.23,0.19,1.94,-1.05,0.12,مین حجم ماه=0.06*** مین ارزش ماه =0.06***مین حجم ماه دو=0.13,خرید=0.54*** فروش =0.38
بتك,نسبت p/m=0.00*** distance =-100.00,-1.98,24.25,-9.52,0.01,مین حجم ماه=0.01*** مین ارزش ماه =0.15***مین حجم ماه دو=0.00,خرید=0.31*** فروش =0.31
سپ,نسبت p/m=-31.70*** distance =-97.56,-2.69,5.94,-3.01,0.18,مین حجم ماه=0.29*** مین ارزش ماه =0.37***مین حجم ماه دو=0.14,خرید=0.94*** فروش =1.10
ثعتما,نسبت p/m=0.00*** distance =-100.00,-3,29.23,0.00,0.02,مین حجم ماه=0.23*** مین ارزش ماه =0.75***مین حجم ماه دو=0.87,خرید=0.39*** فروش =13.11
رفاه,نسبت p/m=4790.05*** distance =3.30,1.98,18.06,-13.16,0.19,مین حجم ماه=0.08*** مین ارزش ماه =0.37***مین حجم ماه دو=0.05,خرید=0.40*** فروش =0.41
كشرق,نسبت p/m=0.00*** distance =-100.00,0.78,15.01,-4.42,0.02,مین حجم ماه=0.02*** مین ارزش ماه =0.13***مین حجم ماه دو=0.02,خرید=0.73*** فروش =0.88
شتهران,نسبت p/m=44.08*** distance =-95.10,-0.91,12.70,0.00,0.08,مین حجم ماه=0.03*** مین ارزش ماه =0.03***مین حجم ماه دو=0.07,خرید=0.31*** فروش =0.31
شكبير,نسبت p/m=0.00*** distance =-100.00,2.96,-2.96,-26.26,0.01,مین حجم ماه=0.09*** مین ارزش ماه =0.78***مین حجم ماه دو=0.47,خرید=4.07*** فروش =1.24
شتولي,نسبت p/m=0.00*** distance =-100.00,-0.95,11.15,0.40,0.03,مین حجم ماه=0.02*** مین ارزش ماه =0.03***مین حجم ماه دو=0.07,خرید=0.95*** فروش =0.95
پشاهن,نسبت p/m=0.00*** distance =-100.00,2.98,19.31,-23.46,0.01,مین حجم ماه=0.01*** مین ارزش ماه =0.03***مین حجم ماه دو=0.01,خرید=0.50*** فروش =0.50
شسم,نسبت p/m=0.00*** distance =-100.00,-0.98,13.62,-0.39,0.00,مین حجم ماه=0.00*** مین ارزش ماه =0.04***مین حجم ماه دو=0.00,خرید=0.51*** فروش =0.55
قاروم,نسبت p/m=0.00*** distance =-100.00,0.96,8.50,-5.08,0.00,مین حجم ماه=0.01*** مین ارزش ماه =0.04***مین حجم ماه دو=0.02,خرید=1.09*** فروش =4.86
گپارس,نسبت p/m=NaN*** distance =NaN,0,4.27,-14.25,0.01,مین حجم ماه=0.01*** مین ارزش ماه =0.10***مین حجم ماه دو=0.00,خرید=0.99*** فروش =1.34
ثتوسا,نسبت p/m=NaN*** distance =NaN,0,28.42,-2.66,0.02,مین حجم ماه=0.02*** مین ارزش ماه =0.12***مین حجم ماه دو=0.70,خرید=0.84*** فروش =1.05
سايرا,نسبت p/m=NaN*** distance =NaN,0,14.95,-0.34,0.03,مین حجم ماه=0.02*** مین ارزش ماه =0.05***مین حجم ماه دو=0.01,خرید=1.18*** فروش =1.18
نبروج,نسبت p/m=NaN*** distance =NaN,0,15.89,-0.93,0.06,مین حجم ماه=0.11*** مین ارزش ماه =0.27***مین حجم ماه دو=0.04,خرید=3985.05*** فروش =3985.05
