نماد,نسبت پول به قیمت,درصد,درصد اختلاف سه ماهه,ریسک,میانگین حجم 7 روزه,میانگین حجم / ارزش ماه,نسبت خرید و فروش
وسكاب,نسبت p/m=40.24*** distance =-84.07,-0.7,0.96,-29.49,14.74,مین حجم ماه=11.36*** مین ارزش ماه =2.67***مین حجم ماه دو=4.35,خرید=0.93*** فروش =1.07
تملت,نسبت p/m=262.65*** distance =50.95,2.95,1.73,-14.64,12.58,مین حجم ماه=5.12*** مین ارزش ماه =0.88***مین حجم ماه دو=1.38,خرید=0.35*** فروش =0.52
دماوند,نسبت p/m=30.76*** distance =-96.27,-2.92,3.34,-30.84,21.89,مین حجم ماه=16.43*** مین ارزش ماه =12.64***مین حجم ماه دو=6.75,خرید=0.89*** فروش =0.90
افق,نسبت p/m=1027.22*** distance =-56.83,1.2,6.31,-15.85,11.57,مین حجم ماه=7.90*** مین ارزش ماه =17.88***مین حجم ماه دو=3.49,خرید=0.50*** فروش =0.75
رمپنا,نسبت p/m=351.51*** distance =-73.85,-2.33,21.20,-17.18,32.09,مین حجم ماه=22.78*** مین ارزش ماه =29.72***مین حجم ماه دو=26.93,خرید=0.55*** فروش =0.49
وسپه,نسبت p/m=-17.23*** distance =-97.48,-2.19,4.35,-29.96,30.04,مین حجم ماه=29.47*** مین ارزش ماه =18.78***مین حجم ماه دو=24.16,خرید=0.87*** فروش =0.91
ملت,نسبت p/m=129.42*** distance =-61.75,2.97,15.83,-8.85,5.17,مین حجم ماه=4.16*** مین ارزش ماه =1.43***مین حجم ماه دو=1.36,خرید=0.72*** فروش =0.86
پارس,نسبت p/m=-100.72*** distance =-64.04,-2.13,22.53,-21.36,25.16,مین حجم ماه=28.93*** مین ارزش ماه =7.75***مین حجم ماه دو=30.00,خرید=0.92*** فروش =0.50
خنور,نسبت p/m=105.56*** distance =-94.62,2.95,0.40,-56.12,5.78,مین حجم ماه=5.68*** مین ارزش ماه =9.71***مین حجم ماه دو=4.28,خرید=1.02*** فروش =0.95
قرن,نسبت p/m=507.88*** distance =-61.07,2.97,0.00,-20.80,7.10,مین حجم ماه=6.03*** مین ارزش ماه =7.65***مین حجم ماه دو=2.97,خرید=0.82*** فروش =1.79
ثنوسا,نسبت p/m=114.72*** distance =-77.65,2.69,6.29,-40.81,7.92,مین حجم ماه=6.28*** مین ارزش ماه =2.91***مین حجم ماه دو=3.15,خرید=0.85*** فروش =0.92
فنوال,نسبت p/m=9.47*** distance =-98.76,-2.93,5.57,-23.06,8.89,مین حجم ماه=8.08*** مین ارزش ماه =5.77***مین حجم ماه دو=5.92,خرید=0.88*** فروش =0.82
ساينا,نسبت p/m=22.07*** distance =-93.60,-2.99,3.28,-11.99,5.28,مین حجم ماه=7.68*** مین ارزش ماه =2.54***مین حجم ماه دو=2.58,خرید=1.79*** فروش =1.83
بمولد,نسبت p/m=73.48*** distance =-86.18,-2.03,3.60,-15.62,14.82,مین حجم ماه=6.49*** مین ارزش ماه =3.40***مین حجم ماه دو=6.74,خرید=0.41*** فروش =0.41
چنوپا,نسبت p/m=29.41*** distance =-98.85,2.81,19.65,-12.40,3.65,مین حجم ماه=2.32*** مین ارزش ماه =6.21***مین حجم ماه دو=1.96,خرید=0.65*** فروش =0.65
سغرب,نسبت p/m=686.57*** distance =-13.25,2.98,14.54,-9.22,10.44,مین حجم ماه=6.59*** مین ارزش ماه =5.27***مین حجم ماه دو=3.09,خرید=0.47*** فروش =0.74
دسانكو,نسبت p/m=20.13*** distance =-85.76,-0.2,21.25,-20.89,7.40,مین حجم ماه=11.02*** مین ارزش ماه =1.46***مین حجم ماه دو=6.25,خرید=1.28*** فروش =0.84
شفارا,نسبت p/m=30.18*** distance =-90.06,3,32.36,-13.98,6.39,مین حجم ماه=5.76*** مین ارزش ماه =1.72***مین حجم ماه دو=3.77,خرید=0.85*** فروش =0.97
سقاين,نسبت p/m=44.97*** distance =-93.91,3,0.00,-31.67,5.13,مین حجم ماه=6.20*** مین ارزش ماه =4.23***مین حجم ماه دو=4.19,خرید=1.22*** فروش =1.45
امين,نسبت p/m=104.36*** distance =-61.60,-1.3,2.05,-15.63,6.64,مین حجم ماه=4.93*** مین ارزش ماه =1.29***مین حجم ماه دو=2.84,خرید=0.66*** فروش =0.90
غگل,نسبت p/m=-41.86*** distance =-89.28,-1.03,8.44,-6.27,11.26,مین حجم ماه=13.51*** مین ارزش ماه =5.31***مین حجم ماه دو=14.10,خرید=0.90*** فروش =1.07
وهور,نسبت p/m=133.34*** distance =-18.30,0.72,9.09,-8.28,6.59,مین حجم ماه=4.53*** مین ارزش ماه =0.74***مین حجم ماه دو=4.54,خرید=0.59*** فروش =1.32
ولراز,نسبت p/m=-54.85*** distance =-76.65,3,10.02,-25.72,17.62,مین حجم ماه=14.81*** مین ارزش ماه =3.31***مین حجم ماه دو=7.66,خرید=0.90*** فروش =0.80
شبريز,نسبت p/m=235.59*** distance =-89.71,-1.22,4.59,-33.14,23.83,مین حجم ماه=17.03*** مین ارزش ماه =36.52***مین حجم ماه دو=8.50,خرید=0.77*** فروش =0.85
شملي,نسبت p/m=328.82*** distance =-31.33,1,2.11,-31.70,11.17,مین حجم ماه=5.67*** مین ارزش ماه =2.57***مین حجم ماه دو=3.18,خرید=0.44*** فروش =0.60
كزغال,نسبت p/m=44.47*** distance =-85.58,2.99,5.13,-16.33,2.36,مین حجم ماه=3.37*** مین ارزش ماه =1.00***مین حجم ماه دو=5.14,خرید=0.91*** فروش =0.98
غشهد,نسبت p/m=351.39*** distance =-39.59,-1.32,2.58,-13.35,4.78,مین حجم ماه=2.49*** مین ارزش ماه =1.43***مین حجم ماه دو=1.36,خرید=0.45*** فروش =0.60
غمينو,نسبت p/m=1.84*** distance =-99.46,0,1.82,-36.21,9.65,مین حجم ماه=9.32*** مین ارزش ماه =2.90***مین حجم ماه دو=6.36,خرید=0.92*** فروش =0.98
وسالت,نسبت p/m=-80.52*** distance =-81.56,-2.99,23.18,-19.09,8.78,مین حجم ماه=8.06*** مین ارزش ماه =3.34***مین حجم ماه دو=7.37,خرید=0.82*** فروش =0.88
فسپا,نسبت p/m=35.70*** distance =-85.89,-1.9,23.12,-21.15,15.82,مین حجم ماه=14.10*** مین ارزش ماه =3.43***مین حجم ماه دو=9.02,خرید=0.79*** فروش =0.80
مهرمام,نسبت p/m=9.17*** distance =-98.27,-2.99,4.74,-22.08,19.64,مین حجم ماه=13.25*** مین ارزش ماه =6.73***مین حجم ماه دو=10.49,خرید=0.67*** فروش =0.76
اخشان,نسبت p/m=114.96*** distance =-86.95,0.34,3.59,-33.23,5.93,مین حجم ماه=3.27*** مین ارزش ماه =2.73***مین حجم ماه دو=1.21,خرید=0.61*** فروش =0.61
والبر,نسبت p/m=27.60*** distance =-85.15,-2.79,5.71,-21.13,24.20,مین حجم ماه=16.06*** مین ارزش ماه =2.86***مین حجم ماه دو=10.61,خرید=0.51*** فروش =0.65
شبصير,نسبت p/m=-78.63*** distance =-93.22,-2.92,3.69,-29.26,6.96,مین حجم ماه=7.46*** مین ارزش ماه =7.80***مین حجم ماه دو=3.76,خرید=1.05*** فروش =0.88
سپاها,نسبت p/m=246.08*** distance =-87.14,-2.99,6.10,-18.96,8.62,مین حجم ماه=7.65*** مین ارزش ماه =14.04***مین حجم ماه دو=10.07,خرید=0.96*** فروش =1.08
بازرگام,نسبت p/m=123.37*** distance =-70.46,-3,25.31,-4.55,4.79,مین حجم ماه=3.85*** مین ارزش ماه =1.58***مین حجم ماه دو=0.77,خرید=0.47*** فروش =1.09
تنوين,نسبت p/m=125.33*** distance =-19.32,-0.44,2.91,-14.69,30.53,مین حجم ماه=16.31*** مین ارزش ماه =2.47***مین حجم ماه دو=8.76,خرید=0.43*** فروش =0.47
كفپارس,نسبت p/m=2.87*** distance =-98.77,2.97,5.37,-22.04,9.18,مین حجم ماه=6.90*** مین ارزش ماه =1.52***مین حجم ماه دو=7.32,خرید=0.69*** فروش =0.73
بموتو,نسبت p/m=5.62*** distance =-96.86,-0.06,1.47,-14.89,3.59,مین حجم ماه=4.09*** مین ارزش ماه =0.71***مین حجم ماه دو=11.94,خرید=1.06*** فروش =1.45
عاليس,نسبت p/m=11.92*** distance =-97.13,-0.26,19.58,-19.32,12.26,مین حجم ماه=10.36*** مین ارزش ماه =4.16***مین حجم ماه دو=9.04,خرید=0.70*** فروش =0.80
خبرنا,نسبت p/m=-113.64*** distance =-83.27,-2.75,3.96,-21.03,9.89,مین حجم ماه=8.88*** مین ارزش ماه =5.72***مین حجم ماه دو=4.86,خرید=0.60*** فروش =0.69
تپمپي,نسبت p/m=-141.10*** distance =-56.51,0.12,1.15,-17.32,7.27,مین حجم ماه=8.05*** مین ارزش ماه =2.48***مین حجم ماه دو=7.18,خرید=1.08*** فروش =1.02
خاذين,نسبت p/m=25.04*** distance =-85.94,-1.15,9.69,-27.14,10.30,مین حجم ماه=8.60*** مین ارزش ماه =1.42***مین حجم ماه دو=5.57,خرید=0.89*** فروش =0.93
وهامون,نسبت p/m=2.40*** distance =-98.33,-0.68,2.75,-23.34,12.38,مین حجم ماه=13.24*** مین ارزش ماه =1.78***مین حجم ماه دو=9.29,خرید=1.07*** فروش =1.11
ولغدر,نسبت p/m=-159.32*** distance =-30.16,-3,17.91,-1.14,16.09,مین حجم ماه=12.37*** مین ارزش ماه =2.89***مین حجم ماه دو=4.87,خرید=0.62*** فروش =0.64
ما,نسبت p/m=-19.26*** distance =-90.72,-2.96,34.15,-13.38,5.24,مین حجم ماه=17.55*** مین ارزش ماه =3.54***مین حجم ماه دو=2.35,خرید=3.98*** فروش =1.90
وپسا,نسبت p/m=-6.89*** distance =-95.21,-3,13.58,-23.54,12.54,مین حجم ماه=10.12*** مین ارزش ماه =1.35***مین حجم ماه دو=6.53,خرید=0.91*** فروش =0.82
فسوژ,نسبت p/m=-51.18*** distance =-88.55,-1.09,3.70,-26.71,8.94,مین حجم ماه=7.53*** مین ارزش ماه =3.15***مین حجم ماه دو=5.72,خرید=0.83*** فروش =0.80
غپآذر,نسبت p/m=298.44*** distance =-72.00,-2.97,5.92,-19.63,5.33,مین حجم ماه=2.88*** مین ارزش ماه =2.94***مین حجم ماه دو=0.53,خرید=0.52*** فروش =0.46
خفنر,نسبت p/m=3.17*** distance =-97.58,1.61,54.00,-17.34,12.12,مین حجم ماه=17.68*** مین ارزش ماه =2.24***مین حجم ماه دو=5.12,خرید=1.24*** فروش =1.32
ومدير,نسبت p/m=-3.27*** distance =-98.30,-1.19,1.78,-15.87,13.31,مین حجم ماه=8.68*** مین ارزش ماه =1.62***مین حجم ماه دو=4.72,خرید=0.59*** فروش =0.59
وبيمه,نسبت p/m=-11.34*** distance =-90.74,0.49,1.83,-17.17,7.31,مین حجم ماه=11.49*** مین ارزش ماه =1.33***مین حجم ماه دو=3.42,خرید=1.28*** فروش =0.98
غنيلي,نسبت p/m=19.29*** distance =-95.50,1.58,4.60,-27.44,2.42,مین حجم ماه=1.65*** مین ارزش ماه =0.67***مین حجم ماه دو=1.35,خرید=0.71*** فروش =0.85
تاپكيش,نسبت p/m=73.65*** distance =-58.92,2.98,0.88,-33.63,9.10,مین حجم ماه=8.05*** مین ارزش ماه =1.32***مین حجم ماه دو=4.44,خرید=0.85*** فروش =1.09
پاكشو,نسبت p/m=-101.75*** distance =-81.53,-3,1.75,-21.05,11.39,مین حجم ماه=9.41*** مین ارزش ماه =4.97***مین حجم ماه دو=10.72,خرید=1.50*** فروش =1.17
كنور,نسبت p/m=-1.35*** distance =-99.54,-1.02,1.94,-10.81,11.64,مین حجم ماه=12.91*** مین ارزش ماه =3.65***مین حجم ماه دو=15.05,خرید=0.75*** فروش =0.80
بنو,نسبت p/m=54.56*** distance =-58.18,-1.19,7.02,-18.70,6.62,مین حجم ماه=4.35*** مین ارزش ماه =0.55***مین حجم ماه دو=3.86,خرید=0.60*** فروش =0.72
زشريف,نسبت p/m=-104.56*** distance =-85.75,-2.95,4.31,-19.02,3.85,مین حجم ماه=2.93*** مین ارزش ماه =2.08***مین حجم ماه دو=1.57,خرید=0.88*** فروش =0.86
شصدف,نسبت p/m=67.18*** distance =-94.00,2.94,9.44,-32.22,3.23,مین حجم ماه=2.76*** مین ارزش ماه =2.86***مین حجم ماه دو=1.50,خرید=1.00*** فروش =1.04
تفارس,نسبت p/m=-9.11*** distance =-93.11,2.65,3.44,-12.88,8.73,مین حجم ماه=6.16*** مین ارزش ماه =0.80***مین حجم ماه دو=7.96,خرید=0.77*** فروش =0.99
خرينگ,نسبت p/m=-29.17*** distance =-97.33,-2.96,7.52,-11.32,6.94,مین حجم ماه=6.44*** مین ارزش ماه =6.82***مین حجم ماه دو=3.16,خرید=0.99*** فروش =0.93
همراه,نسبت p/m=114.56*** distance =-74.51,-2.99,2.20,-13.26,13.11,مین حجم ماه=10.57*** مین ارزش ماه =4.55***مین حجم ماه دو=6.76,خرید=0.75*** فروش =1.29
قمرو,نسبت p/m=571.26*** distance =56.08,2.99,0.00,-18.67,2.08,مین حجم ماه=1.23*** مین ارزش ماه =0.45***مین حجم ماه دو=0.76,خرید=0.51*** فروش =2.28
آبين,نسبت p/m=-67.19*** distance =-72.57,-0.04,6.56,-27.22,6.73,مین حجم ماه=4.47*** مین ارزش ماه =1.02***مین حجم ماه دو=3.77,خرید=0.81*** فروش =0.79
اعتلا,نسبت p/m=-7.49*** distance =-95.23,1.32,1.77,-15.87,5.14,مین حجم ماه=5.55*** مین ارزش ماه =0.85***مین حجم ماه دو=4.18,خرید=1.00*** فروش =0.97
كمينا,نسبت p/m=66.92*** distance =-89.49,-2.91,9.59,-27.18,4.71,مین حجم ماه=5.65*** مین ارزش ماه =3.19***مین حجم ماه دو=0.62,خرید=1.17*** فروش =1.16
تاپيكو,نسبت p/m=-184.11*** distance =-89.30,-1.99,1.19,-26.38,16.91,مین حجم ماه=23.39*** مین ارزش ماه =37.99***مین حجم ماه دو=12.76,خرید=1.93*** فروش =1.28
وملل,نسبت p/m=28.64*** distance =-87.79,0.33,4.45,-8.49,7.05,مین حجم ماه=8.37*** مین ارزش ماه =1.98***مین حجم ماه دو=14.11,خرید=0.95*** فروش =1.31
تكشا,نسبت p/m=92.19*** distance =-84.17,-2.84,1.96,-22.90,3.42,مین حجم ماه=3.10*** مین ارزش ماه =1.67***مین حجم ماه دو=2.05,خرید=1.19*** فروش =1.35
سفارس,نسبت p/m=326.06*** distance =-80.93,-2.26,21.36,-18.21,12.82,مین حجم ماه=11.77*** مین ارزش ماه =19.09***مین حجم ماه دو=10.65,خرید=0.70*** فروش =0.87
سشرق,نسبت p/m=38.71*** distance =-97.65,-2.22,6.76,-13.78,8.48,مین حجم ماه=6.85*** مین ارزش ماه =11.16***مین حجم ماه دو=9.42,خرید=0.64*** فروش =1.01
فجوش,نسبت p/m=14.27*** distance =-89.42,2.94,0.76,-23.94,4.66,مین حجم ماه=2.10*** مین ارزش ماه =0.27***مین حجم ماه دو=1.39,خرید=0.44*** فروش =0.45
شپلي,نسبت p/m=30.59*** distance =-80.35,-2.97,4.80,-20.30,174.74,مین حجم ماه=143.81*** مین ارزش ماه =21.61***مین حجم ماه دو=112.26,خرید=0.71*** فروش =0.78
فالوم,نسبت p/m=95.21*** distance =-85.54,-2.88,21.79,-14.81,5.42,مین حجم ماه=5.23*** مین ارزش ماه =3.37***مین حجم ماه دو=2.40,خرید=0.87*** فروش =0.74
حبندر,نسبت p/m=-5.45*** distance =-99.48,2.97,3.63,-45.48,2.52,مین حجم ماه=2.96*** مین ارزش ماه =2.67***مین حجم ماه دو=0.12,خرید=1.60*** فروش =1.55
آواك,نسبت p/m=135.64*** distance =-80.71,-1.39,3.27,-14.52,7.42,مین حجم ماه=6.58*** مین ارزش ماه =4.48***مین حجم ماه دو=4.43,خرید=0.68*** فروش =0.95
ومعلم,نسبت p/m=141.16*** distance =-43.54,0.46,16.46,-11.79,9.66,مین حجم ماه=4.96*** مین ارزش ماه =1.24***مین حجم ماه دو=3.15,خرید=0.46*** فروش =0.53
شسينا,نسبت p/m=-104.48*** distance =-61.63,1.78,1.77,-29.34,10.69,مین حجم ماه=9.16*** مین ارزش ماه =2.32***مین حجم ماه دو=8.24,خرید=0.86*** فروش =0.85
مفاخر,نسبت p/m=32.31*** distance =-94.97,2.84,12.28,-5.35,2.23,مین حجم ماه=2.15*** مین ارزش ماه =1.43***مین حجم ماه دو=0.91,خرید=0.82*** فروش =0.83
مرقام,نسبت p/m=92.82*** distance =-90.33,-2.99,11.18,-6.43,8.45,مین حجم ماه=2.85*** مین ارزش ماه =2.71***مین حجم ماه دو=1.05,خرید=0.30*** فروش =0.31
سخاش,نسبت p/m=-47.20*** distance =-93.31,-2.81,5.03,-10.62,5.06,مین حجم ماه=6.92*** مین ارزش ماه =4.78***مین حجم ماه دو=6.38,خرید=0.98*** فروش =1.14
توريل,نسبت p/m=-55.27*** distance =-84.05,-1.74,1.86,-28.45,6.27,مین حجم ماه=4.80*** مین ارزش ماه =1.55***مین حجم ماه دو=5.95,خرید=0.67*** فروش =0.74
رتاپ,نسبت p/m=30.78*** distance =-84.50,-2.96,4.04,-12.20,6.46,مین حجم ماه=4.42*** مین ارزش ماه =0.85***مین حجم ماه دو=4.72,خرید=0.58*** فروش =0.74
درازي,نسبت p/m=1012.00*** distance =-20.35,2.81,17.44,-10.82,4.34,مین حجم ماه=1.93*** مین ارزش ماه =2.45***مین حجم ماه دو=0.15,خرید=0.38*** فروش =0.32
كرماشا,نسبت p/m=-16.98*** distance =-99.25,-2.07,5.90,-31.38,6.60,مین حجم ماه=8.14*** مین ارزش ماه =17.25***مین حجم ماه دو=2.41,خرید=1.05*** فروش =0.96
ددانا,نسبت p/m=1050.39*** distance =-2.72,2.92,0.35,-12.30,11.55,مین حجم ماه=4.67*** مین ارزش ماه =4.99***مین حجم ماه دو=0.62,خرید=0.33*** فروش =0.34
فروي,نسبت p/m=78.14*** distance =-72.65,-2.98,2.93,-30.97,10.43,مین حجم ماه=9.13*** مین ارزش ماه =2.42***مین حجم ماه دو=3.37,خرید=0.76*** فروش =1.17
ولشرق,نسبت p/m=74.80*** distance =-65.53,-2.96,4.37,-19.69,4.64,مین حجم ماه=3.70*** مین ارزش ماه =0.76***مین حجم ماه دو=3.91,خرید=0.67*** فروش =0.70
مديريت,نسبت p/m=26.83*** distance =-92.48,-0.64,1.19,-28.99,2.78,مین حجم ماه=4.56*** مین ارزش ماه =1.51***مین حجم ماه دو=1.63,خرید=1.43*** فروش =1.27
قيستو,نسبت p/m=708.59*** distance =-58.89,2.97,2.15,-35.73,1.29,مین حجم ماه=0.84*** مین ارزش ماه =1.40***مین حجم ماه دو=1.21,خرید=0.45*** فروش =0.54
اطلس,نسبت p/m=7.91*** distance =-99.89,-1.59,3.64,-21.05,11.74,مین حجم ماه=10.09*** مین ارزش ماه =67.55***مین حجم ماه دو=6.07,خرید=0.92*** فروش =0.86
وحكمت,نسبت p/m=47.53*** distance =-61.75,2.94,16.94,-24.44,3.41,مین حجم ماه=2.78*** مین ارزش ماه =0.32***مین حجم ماه دو=3.30,خرید=0.76*** فروش =0.93
فافق,نسبت p/m=28.90*** distance =-95.07,-2.77,21.43,-21.70,4.71,مین حجم ماه=12.48*** مین ارزش ماه =6.93***مین حجم ماه دو=5.09,خرید=1.35*** فروش =1.73
حسير,نسبت p/m=-57.44*** distance =-81.24,-0.62,84.10,-14.18,7.65,مین حجم ماه=8.74*** مین ارزش ماه =2.57***مین حجم ماه دو=1.65,خرید=1.17*** فروش =0.98
ثپرديس,نسبت p/m=14.54*** distance =-95.82,2.99,0.88,-26.56,12.46,مین حجم ماه=8.46*** مین ارزش ماه =2.78***مین حجم ماه دو=5.45,خرید=0.64*** فروش =0.61
سنوين,نسبت p/m=304.87*** distance =-37.89,2.99,16.52,-7.84,6.43,مین حجم ماه=2.28*** مین ارزش ماه =1.13***مین حجم ماه دو=2.41,خرید=0.35*** فروش =0.37
ديران,نسبت p/m=76.63*** distance =-74.84,-0.16,10.27,-26.34,5.41,مین حجم ماه=4.05*** مین ارزش ماه =1.17***مین حجم ماه دو=3.26,خرید=0.69*** فروش =0.74
غفارس,نسبت p/m=89.33*** distance =-87.83,2.87,10.44,-33.05,7.51,مین حجم ماه=4.34*** مین ارزش ماه =3.00***مین حجم ماه دو=1.78,خرید=0.54*** فروش =0.52
سغدير,نسبت p/m=53.93*** distance =-96.47,-2.96,8.52,-12.57,4.73,مین حجم ماه=4.18*** مین ارزش ماه =6.24***مین حجم ماه دو=2.29,خرید=0.60*** فروش =0.70
وتوصا,نسبت p/m=18.25*** distance =-89.55,-2.32,1.85,-24.00,14.14,مین حجم ماه=13.09*** مین ارزش ماه =2.18***مین حجم ماه دو=11.18,خرید=0.68*** فروش =0.89
خلنت,نسبت p/m=-52.28*** distance =-89.44,0.22,7.36,-18.50,3.09,مین حجم ماه=2.67*** مین ارزش ماه =1.26***مین حجم ماه دو=1.39,خرید=1.03*** فروش =0.91
رانفور,نسبت p/m=887.15*** distance =86.60,2.99,3.68,-7.97,5.21,مین حجم ماه=2.28*** مین ارزش ماه =1.09***مین حجم ماه دو=1.48,خرید=0.39*** فروش =0.73
ثتران,نسبت p/m=30.44*** distance =-93.87,-2.98,3.66,-24.79,5.48,مین حجم ماه=5.65*** مین ارزش ماه =2.64***مین حجم ماه دو=3.66,خرید=0.92*** فروش =0.99
وامير,نسبت p/m=6.53*** distance =-98.07,-2.99,3.83,-28.58,8.58,مین حجم ماه=9.14*** مین ارزش ماه =2.89***مین حجم ماه دو=5.11,خرید=1.00*** فروش =1.07
غگلستا,نسبت p/m=-220.20*** distance =-74.94,-2.03,4.26,-35.34,4.84,مین حجم ماه=5.49*** مین ارزش ماه =4.37***مین حجم ماه دو=3.60,خرید=1.15*** فروش =1.07
بكابل,نسبت p/m=146.45*** distance =-71.27,2.66,1.85,-23.86,6.58,مین حجم ماه=4.68*** مین ارزش ماه =2.27***مین حجم ماه دو=2.42,خرید=0.52*** فروش =0.66
تجلي,نسبت p/m=-6.88*** distance =-95.24,-0.97,5.53,-10.46,17.00,مین حجم ماه=21.56*** مین ارزش ماه =3.04***مین حجم ماه دو=6.26,خرید=0.72*** فروش =0.69
خمحور,نسبت p/m=-49.33*** distance =-84.28,-3,8.35,-24.19,7.03,مین حجم ماه=5.67*** مین ارزش ماه =1.66***مین حجم ماه دو=5.21,خرید=0.83*** فروش =0.74
شلرد,نسبت p/m=58.14*** distance =-87.91,2.99,7.87,-32.92,6.13,مین حجم ماه=5.26*** مین ارزش ماه =2.32***مین حجم ماه دو=6.00,خرید=0.84*** فروش =0.87
ثاميد,نسبت p/m=-22.75*** distance =-87.50,-1.34,2.15,-27.93,16.62,مین حجم ماه=15.27*** مین ارزش ماه =2.60***مین حجم ماه دو=14.51,خرید=0.79*** فروش =0.84
كيميا,نسبت p/m=-9.92*** distance =-95.75,-2.73,3.03,-36.68,9.37,مین حجم ماه=9.39*** مین ارزش ماه =1.96***مین حجم ماه دو=3.20,خرید=0.83*** فروش =0.82
كربن,نسبت p/m=286.67*** distance =-74.23,-2.94,3.01,-17.54,5.40,مین حجم ماه=3.21*** مین ارزش ماه =3.46***مین حجم ماه دو=2.69,خرید=0.52*** فروش =0.56
فبيرا,نسبت p/m=25.42*** distance =-76.41,-2.93,26.40,-11.21,4.36,مین حجم ماه=4.11*** مین ارزش ماه =0.44***مین حجم ماه دو=1.44,خرید=0.81*** فروش =0.87
خودكفا,نسبت p/m=-237.41*** distance =-61.02,-2.57,9.77,-30.04,11.87,مین حجم ماه=8.83*** مین ارزش ماه =5.03***مین حجم ماه دو=8.56,خرید=0.80*** فروش =0.73
خوساز,نسبت p/m=-56.89*** distance =-96.61,2.99,5.69,-30.53,2.65,مین حجم ماه=3.16*** مین ارزش ماه =4.86***مین حجم ماه دو=3.37,خرید=1.33*** فروش =1.24
كلوند,نسبت p/m=85.98*** distance =-78.15,-2.98,41.94,-24.05,5.94,مین حجم ماه=6.74*** مین ارزش ماه =2.46***مین حجم ماه دو=4.87,خرید=0.89*** فروش =0.96
شاوان,نسبت p/m=333.55*** distance =-84.45,0.23,1.11,-23.20,5.06,مین حجم ماه=4.14*** مین ارزش ماه =8.54***مین حجم ماه دو=2.81,خرید=0.83*** فروش =0.87
شوينده,نسبت p/m=1366.14*** distance =-38.93,3,0.29,-43.63,3.35,مین حجم ماه=1.56*** مین ارزش ماه =3.35***مین حجم ماه دو=0.45,خرید=0.47*** فروش =0.53
وطوبي,نسبت p/m=-25.68*** distance =-82.04,-0.41,2.11,-22.59,5.75,مین حجم ماه=5.60*** مین ارزش ماه =0.75***مین حجم ماه دو=4.08,خرید=1.59*** فروش =1.30
فنورد,نسبت p/m=-133.10*** distance =-80.68,-2.87,4.60,-14.19,2.59,مین حجم ماه=3.15*** مین ارزش ماه =2.06***مین حجم ماه دو=1.20,خرید=1.28*** فروش =1.24
لبوتان,نسبت p/m=76.89*** distance =-72.40,-2.97,15.48,-13.40,4.10,مین حجم ماه=3.96*** مین ارزش ماه =1.04***مین حجم ماه دو=1.37,خرید=0.76*** فروش =0.87
دعبيد,نسبت p/m=554.62*** distance =-19.74,-2.47,40.98,-2.69,8.42,مین حجم ماه=4.12*** مین ارزش ماه =2.95***مین حجم ماه دو=1.92,خرید=0.35*** فروش =0.34
مبين,نسبت p/m=-164.55*** distance =-86.08,-0.5,2.25,-32.36,9.96,مین حجم ماه=17.14*** مین ارزش ماه =18.59***مین حجم ماه دو=12.22,خرید=2.26*** فروش =1.45
شراز,نسبت p/m=-69.40*** distance =-97.20,-1.85,4.51,-9.26,10.49,مین حجم ماه=13.90*** مین ارزش ماه =33.88***مین حجم ماه دو=7.46,خرید=1.35*** فروش =1.30
پدرخش,نسبت p/m=-100.28*** distance =-74.13,1.2,1.06,-15.69,3.79,مین حجم ماه=4.76*** مین ارزش ماه =1.79***مین حجم ماه دو=1.61,خرید=1.18*** فروش =1.01
ومهان,نسبت p/m=-9.20*** distance =-98.23,-0.77,23.04,-7.42,10.99,مین حجم ماه=8.84*** مین ارزش ماه =4.55***مین حجم ماه دو=12.92,خرید=0.92*** فروش =0.96
غسالم,نسبت p/m=-97.57*** distance =-75.75,-0.12,1.81,-17.69,7.17,مین حجم ماه=7.47*** مین ارزش ماه =2.92***مین حجم ماه دو=6.54,خرید=0.98*** فروش =0.84
غشصفا,نسبت p/m=-291.77*** distance =-65.10,-2.44,3.30,-26.34,2.93,مین حجم ماه=2.05*** مین ارزش ماه =1.62***مین حجم ماه دو=2.38,خرید=0.65*** فروش =0.63
سلار,نسبت p/m=-19.47*** distance =-91.85,-1.14,8.04,-26.32,3.75,مین حجم ماه=2.85*** مین ارزش ماه =0.63***مین حجم ماه دو=3.54,خرید=0.76*** فروش =0.87
پلوله,نسبت p/m=-457.19*** distance =22.32,1.65,6.27,-10.85,5.26,مین حجم ماه=2.92*** مین ارزش ماه =1.05***مین حجم ماه دو=1.12,خرید=0.38*** فروش =0.34
مهر,نسبت p/m=28.57*** distance =-91.57,-0.88,8.05,-13.36,8.91,مین حجم ماه=11.12*** مین ارزش ماه =3.68***مین حجم ماه دو=9.82,خرید=1.13*** فروش =1.08
وتوشه,نسبت p/m=12.96*** distance =-97.54,-2.22,3.42,-16.16,9.14,مین حجم ماه=6.09*** مین ارزش ماه =3.09***مین حجم ماه دو=4.91,خرید=0.51*** فروش =0.71
واتي,نسبت p/m=22.05*** distance =-94.52,0,2.85,-31.20,7.82,مین حجم ماه=7.71*** مین ارزش ماه =2.85***مین حجم ماه دو=6.53,خرید=1.11*** فروش =0.93
وايران,نسبت p/m=-328.11*** distance =-66.76,1.11,21.38,-4.42,6.83,مین حجم ماه=4.23*** مین ارزش ماه =4.21***مین حجم ماه دو=3.61,خرید=0.39*** فروش =0.41
